InvoiceDate,StockCode,Quantity,UnitPrice,Week,Weekday,Day,TotalPrice
2023-08-01,53487,10,436.79,32,1,1,43.679
2023-08-01,61157,2,163.8,32,1,1,81.9
2023-08-01,61243,,,32,1,1,
2023-08-01,66473,,,32,1,1,
2023-08-01,67233,1,44.8,32,1,1,44.8
2023-08-01,69089,,,32,1,1,
2023-08-01,98318,,,32,1,1,
2023-08-01,107753,1,61.8,32,1,1,61.8
2023-08-01,2171,,,32,1,1,
2023-08-01,2501,,,32,1,1,
2023-08-01,3357,,,32,1,1,
2023-08-01,25590,,,32,1,1,
2023-08-01,25591,,,32,1,1,
2023-08-01,25602,5,212.5,32,1,1,42.5
2023-08-01,25606,1,32.7,32,1,1,32.7
2023-08-01,25620,4,118.4,32,1,1,29.6
2023-08-01,25687,,,32,1,1,
2023-08-01,25741,4,201.2,32,1,1,50.3
2023-08-01,25851,,,32,1,1,
2023-08-01,25877,1,29.7,32,1,1,29.7
2023-08-01,25879,,,32,1,1,
2023-08-01,25896,,,32,1,1,
2023-08-01,25925,1,35.8,32,1,1,35.8
2023-08-01,25926,,,32,1,1,
2023-08-01,27289,,,32,1,1,
2023-08-01,29099,7,147,32,1,1,21
2023-08-01,29594,1,27.2,32,1,1,27.2
2023-08-01,31301,,,32,1,1,
2023-08-01,31321,4,119.6,32,1,1,29.9
2023-08-01,31745,,,32,1,1,
2023-08-01,32347,,,32,1,1,
2023-08-01,33221,2,55,32,1,1,27.5
2023-08-01,34689,1,67.2,32,1,1,67.2
2023-08-01,47369,,,32,1,1,
2023-08-01,48845,,,32,1,1,
2023-08-01,52640,,,32,1,1,
2023-08-01,52990,,,32,1,1,
2023-08-01,52991,1,32.7,32,1,1,32.7
2023-08-01,59931,,,32,1,1,
2023-08-01,61126,8,490.1,32,1,1,61.2625
2023-08-01,61161,,,32,1,1,
2023-08-01,61166,,,32,1,1,
2023-08-01,61250,4,104.8,32,1,1,26.2
2023-08-01,61255,4,231.03,32,1,1,57.7575
2023-08-01,61256,,,32,1,1,
2023-08-01,61258,1,34.9,32,1,1,34.9
2023-08-01,67245,,,32,1,1,
2023-08-01,67521,1,29.5,32,1,1,29.5
2023-08-01,67948,,,32,1,1,
2023-08-01,69087,,,32,1,1,
2023-08-01,69088,,,32,1,1,
2023-08-01,70117,,,32,1,1,
2023-08-01,97134,2,75.2,32,1,1,37.6
2023-08-01,97755,,,32,1,1,
2023-08-01,101209,12,804,32,1,1,67
2023-08-01,25592,,,32,1,1,
2023-08-01,25767,11,585.2,32,1,1,53.2
2023-08-01,25882,,,32,1,1,
2023-08-01,25883,,,32,1,1,
2023-08-01,25901,,,32,1,1,
2023-08-01,25913,2,70.6,32,1,1,35.3
2023-08-01,25936,1,34.9,32,1,1,34.9
2023-08-01,31299,1,40,32,1,1,40
2023-08-01,33222,1,48.9,32,1,1,48.9
2023-08-01,37270,1,26.2,32,1,1,26.2
2023-08-01,37376,1,29.9,32,1,1,29.9
2023-08-01,44425,,,32,1,1,
2023-08-01,47368,6,153,32,1,1,25.5
2023-08-01,48860,1,25.5,32,1,1,25.5
2023-08-01,48868,,,32,1,1,
2023-08-01,52425,,,32,1,1,
2023-08-01,52615,6,207,32,1,1,34.5
2023-08-01,52855,1,26.99,32,1,1,26.99
2023-08-01,53486,2,103.8,32,1,1,51.9
2023-08-01,59934,,,32,1,1,
2023-08-01,61159,,,32,1,1,
2023-08-01,61278,,,32,1,1,
2023-08-01,61279,,,32,1,1,
2023-08-01,61618,1,25,32,1,1,25
2023-08-01,62788,,,32,1,1,
2023-08-01,67360,,,32,1,1,
2023-08-01,67945,1,79.8,32,1,1,79.8
2023-08-01,68146,3,257.7,32,1,1,85.9
2023-08-01,97135,1,37.6,32,1,1,37.6
2023-08-01,97785,,,32,1,1,
2023-08-01,98466,8,148.8,32,1,1,18.6
2023-08-02,25617,,,32,2,2,
2023-08-02,25741,8,401.73,32,2,2,50.21625
2023-08-02,25879,3,84.9,32,2,2,28.3
2023-08-02,25915,,,32,2,2,
2023-08-02,25922,1,81.2,32,2,2,81.2
2023-08-02,25925,1,32.95,32,2,2,32.95
2023-08-02,25926,1,60.8,32,2,2,60.8
2023-08-02,25928,2,52.4,32,2,2,26.2
2023-08-02,29099,1,21,32,2,2,21
2023-08-02,31301,,,32,2,2,
2023-08-02,31369,,,32,2,2,
2023-08-02,33221,5,137.5,32,2,2,27.5
2023-08-02,44423,4,124.4,32,2,2,31.1
2023-08-02,44424,1,46.05,32,2,2,46.05
2023-08-02,48862,1,32.7,32,2,2,32.7
2023-08-02,52991,1,32.7,32,2,2,32.7
2023-08-02,52992,1,32.7,32,2,2,32.7
2023-08-02,53605,,,32,2,2,
2023-08-02,59931,,,32,2,2,
2023-08-02,61126,,,32,2,2,
2023-08-02,61255,3,173.7,32,2,2,57.9
2023-08-02,61258,1,34.9,32,2,2,34.9
2023-08-02,68132,7,178.5,32,2,2,25.5
2023-08-02,69087,,,32,2,2,
2023-08-02,95548,,,32,2,2,
2023-08-02,97134,,,32,2,2,
2023-08-02,97795,,,32,2,2,
2023-08-02,101209,,,32,2,2,
2023-08-02,25607,1,32.7,32,2,2,32.7
2023-08-02,25642,1,42.7,32,2,2,42.7
2023-08-02,25878,2,56.6,32,2,2,28.3
2023-08-02,25882,,,32,2,2,
2023-08-02,25883,3,87.3,32,2,2,29.1
2023-08-02,25897,,,32,2,2,
2023-08-02,25899,,,32,2,2,
2023-08-02,25901,5,146.5,32,2,2,29.3
2023-08-02,25913,,,32,2,2,
2023-08-02,25914,,,32,2,2,
2023-08-02,25923,,,32,2,2,
2023-08-02,25933,,,32,2,2,
2023-08-02,29813,,,32,2,2,
2023-08-02,31215,3,81.6,32,2,2,27.2
2023-08-02,31368,,,32,2,2,
2023-08-02,31743,,,32,2,2,
2023-08-02,34690,,,32,2,2,
2023-08-02,37270,,,32,2,2,
2023-08-02,37376,1,34,32,2,2,34
2023-08-02,44422,1,32.7,32,2,2,32.7
2023-08-02,47368,,,32,2,2,
2023-08-02,48861,1,33.4,32,2,2,33.4
2023-08-02,50588,1,31.4,32,2,2,31.4
2023-08-02,52425,1,30.2,32,2,2,30.2
2023-08-02,52855,2,53.98,32,2,2,26.99
2023-08-02,52959,1,32.4,32,2,2,32.4
2023-08-02,53486,3,155.7,32,2,2,51.9
2023-08-02,61117,2,68,32,2,2,34
2023-08-02,61157,,,32,2,2,
2023-08-02,61162,,,32,2,2,
2023-08-02,61278,,,32,2,2,
2023-08-02,61279,,,32,2,2,
2023-08-02,62806,,,32,2,2,
2023-08-02,67233,,,32,2,2,
2023-08-02,67524,,,32,2,2,
2023-08-02,67945,,,32,2,2,
2023-08-02,69089,,,32,2,2,
2023-08-02,98466,5,93,32,2,2,18.6
2023-08-02,107752,2,53.98,32,2,2,26.99
2023-08-02,107753,,,32,2,2,
2023-08-02,2593,,,32,2,2,
2023-08-02,3357,1,21,32,2,2,21
2023-08-02,3378,,,32,2,2,
2023-08-02,25589,,,32,2,2,
2023-08-02,25590,1,59.5,32,2,2,59.5
2023-08-02,25591,,,32,2,2,
2023-08-02,25602,,,32,2,2,
2023-08-02,25606,,,32,2,2,
2023-08-02,25620,,,32,2,2,
2023-08-02,25687,1,26.14,32,2,2,26.14
2023-08-02,25725,,,32,2,2,
2023-08-02,25767,8,425.6,32,2,2,53.2
2023-08-02,25801,1,23,32,2,2,23
2023-08-02,25854,,,32,2,2,
2023-08-02,25896,,,32,2,2,
2023-08-02,25910,,,32,2,2,
2023-08-02,25930,4,251.6,32,2,2,62.9
2023-08-02,27289,,,32,2,2,
2023-08-02,29594,1,27.2,32,2,2,27.2
2023-08-02,31300,6,155.94,32,2,2,25.99
2023-08-02,31320,,,32,2,2,
2023-08-02,31745,,,32,2,2,
2023-08-02,32347,,,32,2,2,
2023-08-02,37383,1,55.9,32,2,2,55.9
2023-08-02,44425,,,32,2,2,
2023-08-02,48845,5,129,32,2,2,25.8
2023-08-02,48860,,,32,2,2,
2023-08-02,48868,,,32,2,2,
2023-08-02,52615,5,171.5,32,2,2,34.3
2023-08-02,52990,2,65.4,32,2,2,32.7
2023-08-02,59565,1,61.8,32,2,2,61.8
2023-08-02,59934,,,32,2,2,
2023-08-02,61161,,,32,2,2,
2023-08-02,61166,,,32,2,2,
2023-08-02,61277,,,32,2,2,
2023-08-02,61615,3,95.7,32,2,2,31.9
2023-08-02,67245,5,335,32,2,2,67
2023-08-02,67360,2,75.98,32,2,2,37.99
2023-08-02,67521,1,29.5,32,2,2,29.5
2023-08-02,67948,2,109.2,32,2,2,54.6
2023-08-02,69088,,,32,2,2,
2023-08-02,97755,,,32,2,2,
2023-08-02,98529,,,32,2,2,
2023-08-02,2171,,,32,2,2,
2023-08-02,2501,,,32,2,2,
2023-08-02,25592,,,32,2,2,
2023-08-02,25764,4,266.71,32,2,2,66.6775
2023-08-02,25851,2,53.16,32,2,2,26.58
2023-08-02,25877,,,32,2,2,
2023-08-02,25902,,,32,2,2,
2023-08-02,25911,,,32,2,2,
2023-08-02,25912,,,32,2,2,
2023-08-02,25924,2,119.4,32,2,2,59.7
2023-08-02,25936,1,34.9,32,2,2,34.9
2023-08-02,26083,,,32,2,2,
2023-08-02,31321,,,32,2,2,
2023-08-02,33222,4,195.6,32,2,2,48.9
2023-08-02,34674,,,32,2,2,
2023-08-02,34689,,,32,2,2,
2023-08-02,47369,,,32,2,2,
2023-08-02,52640,,,32,2,2,
2023-08-02,53487,5,219.5,32,2,2,43.9
2023-08-02,61159,,,32,2,2,
2023-08-02,61243,,,32,2,2,
2023-08-02,61250,9,235.8,32,2,2,26.2
2023-08-02,61256,,,32,2,2,
2023-08-02,61618,1,25,32,2,2,25
2023-08-02,62788,,,32,2,2,
2023-08-02,66473,,,32,2,2,
2023-08-02,68146,1,85.9,32,2,2,85.9
2023-08-02,70117,,,32,2,2,
2023-08-02,97135,,,32,2,2,
2023-08-02,97785,,,32,2,2,
2023-08-02,98318,,,32,2,2,
2023-08-03,2501,,,32,3,3,
2023-08-03,25590,,,32,3,3,
2023-08-03,25606,,,32,3,3,
2023-08-03,25642,4,170.8,32,3,3,42.7
2023-08-03,25687,1,30.2,32,3,3,30.2
2023-08-03,25878,6,169.8,32,3,3,28.3
2023-08-03,25883,,,32,3,3,
2023-08-03,25896,1,29.3,32,3,3,29.3
2023-08-03,25899,,,32,3,3,
2023-08-03,25913,,,32,3,3,
2023-08-03,25923,,,32,3,3,
2023-08-03,25933,,,32,3,3,
2023-08-03,29099,2,42,32,3,3,21
2023-08-03,29813,,,32,3,3,
2023-08-03,31301,,,32,3,3,
2023-08-03,31321,,,32,3,3,
2023-08-03,31743,,,32,3,3,
2023-08-03,33221,,,32,3,3,
2023-08-03,34690,,,32,3,3,
2023-08-03,37270,,,32,3,3,
2023-08-03,48845,,,32,3,3,
2023-08-03,48860,,,32,3,3,
2023-08-03,48868,,,32,3,3,
2023-08-03,50588,,,32,3,3,
2023-08-03,52615,2,69,32,3,3,34.5
2023-08-03,52991,1,32.7,32,3,3,32.7
2023-08-03,59931,1,57.7,32,3,3,57.7
2023-08-03,61157,2,163.8,32,3,3,81.9
2023-08-03,61278,,,32,3,3,
2023-08-03,67233,,,32,3,3,
2023-08-03,67245,3,201,32,3,3,67
2023-08-03,67360,1,37.99,32,3,3,37.99
2023-08-03,67945,,,32,3,3,
2023-08-03,69088,,,32,3,3,
2023-08-03,69089,,,32,3,3,
2023-08-03,70117,1,27.5,32,3,3,27.5
2023-08-03,98466,4,74.4,32,3,3,18.6
2023-08-03,2171,,,32,3,3,
2023-08-03,25617,,,32,3,3,
2023-08-03,25620,,,32,3,3,
2023-08-03,25741,3,150.9,32,3,3,50.3
2023-08-03,25851,1,26.89,32,3,3,26.89
2023-08-03,25882,,,32,3,3,
2023-08-03,25901,,,32,3,3,
2023-08-03,25915,1,35.3,32,3,3,35.3
2023-08-03,25925,2,71.6,32,3,3,35.8
2023-08-03,25926,,,32,3,3,
2023-08-03,25928,5,131,32,3,3,26.2
2023-08-03,31299,1,40,32,3,3,40
2023-08-03,32347,,,32,3,3,
2023-08-03,34689,1,58.83,32,3,3,58.83
2023-08-03,37376,1,34,32,3,3,34
2023-08-03,44424,,,32,3,3,
2023-08-03,44425,,,32,3,3,
2023-08-03,47368,,,32,3,3,
2023-08-03,47369,,,32,3,3,
2023-08-03,48862,,,32,3,3,
2023-08-03,52640,2,75.98,32,3,3,37.99
2023-08-03,52855,,,32,3,3,
2023-08-03,52992,,,32,3,3,
2023-08-03,53486,1,51.9,32,3,3,51.9
2023-08-03,53605,,,32,3,3,
2023-08-03,59565,1,61.8,32,3,3,61.8
2023-08-03,59934,,,32,3,3,
2023-08-03,61117,,,32,3,3,
2023-08-03,61126,3,186.3,32,3,3,62.1
2023-08-03,61159,,,32,3,3,
2023-08-03,61255,5,289.5,32,3,3,57.9
2023-08-03,61256,1,55.6,32,3,3,55.6
2023-08-03,61258,1,34.9,32,3,3,34.9
2023-08-03,61279,,,32,3,3,
2023-08-03,62806,,,32,3,3,
2023-08-03,68132,6,153,32,3,3,25.5
2023-08-03,68146,,,32,3,3,
2023-08-03,69087,,,32,3,3,
2023-08-03,95548,1,53.8,32,3,3,53.8
2023-08-03,97134,,,32,3,3,
2023-08-03,97785,,,32,3,3,
2023-08-03,97795,,,32,3,3,
2023-08-03,101209,2,113.8,32,3,3,56.9
2023-08-03,25592,,,32,3,3,
2023-08-03,25725,,,32,3,3,
2023-08-03,25764,,,32,3,3,
2023-08-03,25767,10,532,32,3,3,53.2
2023-08-03,25897,,,32,3,3,
2023-08-03,25902,,,32,3,3,
2023-08-03,25910,2,94,32,3,3,47
2023-08-03,25911,2,94,32,3,3,47
2023-08-03,25922,,,32,3,3,
2023-08-03,25936,,,32,3,3,
2023-08-03,26083,,,32,3,3,
2023-08-03,31320,6,162.4,32,3,3,27.0666666666666
2023-08-03,31368,1,49.2,32,3,3,49.2
2023-08-03,31369,,,32,3,3,
2023-08-03,33222,3,146.7,32,3,3,48.9
2023-08-03,34674,,,32,3,3,
2023-08-03,44423,,,32,3,3,
2023-08-03,48861,,,32,3,3,
2023-08-03,52425,2,60.4,32,3,3,30.2
2023-08-03,53487,3,131.7,32,3,3,43.9
2023-08-03,61162,,,32,3,3,
2023-08-03,61243,,,32,3,3,
2023-08-03,61615,,,32,3,3,
2023-08-03,61618,9,225,32,3,3,25
2023-08-03,62788,4,125.6,32,3,3,31.4
2023-08-03,66473,,,32,3,3,
2023-08-03,97135,,,32,3,3,
2023-08-03,98318,1,36,32,3,3,36
2023-08-03,2593,1,52.5,32,3,3,52.5
2023-08-03,3357,9,189,32,3,3,21
2023-08-03,3378,,,32,3,3,
2023-08-03,25589,,,32,3,3,
2023-08-03,25591,,,32,3,3,
2023-08-03,25602,1,47.2,32,3,3,47.2
2023-08-03,25801,3,69,32,3,3,23
2023-08-03,25854,,,32,3,3,
2023-08-03,25877,,,32,3,3,
2023-08-03,25879,9,217.1,32,3,3,24.1222222222222
2023-08-03,25912,,,32,3,3,
2023-08-03,25914,1,35.3,32,3,3,35.3
2023-08-03,25924,2,119.4,32,3,3,59.7
2023-08-03,25930,4,251.6,32,3,3,62.9
2023-08-03,27289,,,32,3,3,
2023-08-03,29594,2,54.4,32,3,3,27.2
2023-08-03,31215,1,28.3,32,3,3,28.3
2023-08-03,31300,8,207.92,32,3,3,25.99
2023-08-03,31745,,,32,3,3,
2023-08-03,37383,2,111.8,32,3,3,55.9
2023-08-03,44422,5,157.8,32,3,3,31.56
2023-08-03,52959,,,32,3,3,
2023-08-03,52990,2,65.4,32,3,3,32.7
2023-08-03,61161,1,78,32,3,3,78
2023-08-03,61166,,,32,3,3,
2023-08-03,61250,9,235.8,32,3,3,26.2
2023-08-03,61277,,,32,3,3,
2023-08-03,67521,,,32,3,3,
2023-08-03,67524,,,32,3,3,
2023-08-03,67948,4,218.4,32,3,3,54.6
2023-08-03,97755,,,32,3,3,
2023-08-03,98529,,,32,3,3,
2023-08-03,107752,2,53.98,32,3,3,26.99
2023-08-03,107753,,,32,3,3,
2023-08-04,25642,11,469.7,32,4,4,42.7
2023-08-04,25764,,,32,4,4,
2023-08-04,25877,3,89.1,32,4,4,29.7
2023-08-04,25878,5,141.5,32,4,4,28.3
2023-08-04,25899,,,32,4,4,
2023-08-04,25902,1,49.8,32,4,4,49.8
2023-08-04,25911,2,94,32,4,4,47
2023-08-04,25912,,,32,4,4,
2023-08-04,25914,,,32,4,4,
2023-08-04,25922,,,32,4,4,
2023-08-04,25923,,,32,4,4,
2023-08-04,25924,1,59.7,32,4,4,59.7
2023-08-04,25933,,,32,4,4,
2023-08-04,26083,,,32,4,4,
2023-08-04,29813,,,32,4,4,
2023-08-04,31215,1,28.3,32,4,4,28.3
2023-08-04,31321,,,32,4,4,
2023-08-04,31743,,,32,4,4,
2023-08-04,34674,,,32,4,4,
2023-08-04,34690,,,32,4,4,
2023-08-04,44422,6,196.2,32,4,4,32.7
2023-08-04,48861,,,32,4,4,
2023-08-04,50588,2,62.8,32,4,4,31.4
2023-08-04,52959,,,32,4,4,
2023-08-04,53487,9,395.1,32,4,4,43.9
2023-08-04,61157,,,32,4,4,
2023-08-04,61243,3,88.8,32,4,4,29.6
2023-08-04,66473,2,75.98,32,4,4,37.99
2023-08-04,67233,,,32,4,4,
2023-08-04,67524,,,32,4,4,
2023-08-04,69089,1,80,32,4,4,80
2023-08-04,70117,1,27.5,32,4,4,27.5
2023-08-04,98318,,,32,4,4,
2023-08-04,107752,2,53.98,32,4,4,26.99
2023-08-04,107753,1,61.8,32,4,4,61.8
2023-08-04,2593,1,52.5,32,4,4,52.5
2023-08-04,3378,,,32,4,4,
2023-08-04,25589,,,32,4,4,
2023-08-04,25617,,,32,4,4,
2023-08-04,25725,1,24.8,32,4,4,24.8
2023-08-04,25767,8,425.6,32,4,4,53.2
2023-08-04,25801,1,23,32,4,4,23
2023-08-04,25854,,,32,4,4,
2023-08-04,25897,,,32,4,4,
2023-08-04,25910,,,32,4,4,
2023-08-04,25915,2,70.6,32,4,4,35.3
2023-08-04,25928,3,78.6,32,4,4,26.2
2023-08-04,25930,4,249.72,32,4,4,62.43
2023-08-04,31300,6,155.94,32,4,4,25.99
2023-08-04,31320,5,131,32,4,4,26.2
2023-08-04,31369,1,56.2,32,4,4,56.2
2023-08-04,37383,4,182.57,32,4,4,45.6425
2023-08-04,44423,,,32,4,4,
2023-08-04,44424,,,32,4,4,
2023-08-04,48862,,,32,4,4,
2023-08-04,52992,1,32.7,32,4,4,32.7
2023-08-04,53605,2,86.6,32,4,4,43.3
2023-08-04,59565,1,61.8,32,4,4,61.8
2023-08-04,61162,,,32,4,4,
2023-08-04,61277,,,32,4,4,
2023-08-04,61615,2,63.8,32,4,4,31.9
2023-08-04,68132,8,204,32,4,4,25.5
2023-08-04,95548,,,32,4,4,
2023-08-04,97795,,,32,4,4,
2023-08-04,98529,,,32,4,4,
2023-08-04,25592,,,32,4,4,
2023-08-04,25851,1,27,32,4,4,27
2023-08-04,25882,,,32,4,4,
2023-08-04,25883,,,32,4,4,
2023-08-04,25901,1,29.3,32,4,4,29.3
2023-08-04,25913,1,35.3,32,4,4,35.3
2023-08-04,25936,,,32,4,4,
2023-08-04,31299,,,32,4,4,
2023-08-04,31368,1,56.2,32,4,4,56.2
2023-08-04,33222,5,244.5,32,4,4,48.9
2023-08-04,34689,1,67.2,32,4,4,67.2
2023-08-04,37270,,,32,4,4,
2023-08-04,37376,,,32,4,4,
2023-08-04,47368,,,32,4,4,
2023-08-04,48860,,,32,4,4,
2023-08-04,52425,,,32,4,4,
2023-08-04,52615,3,103.5,32,4,4,34.5
2023-08-04,52855,4,107.96,32,4,4,26.99
2023-08-04,53486,2,103.8,32,4,4,51.9
2023-08-04,59934,,,32,4,4,
2023-08-04,61117,,,32,4,4,
2023-08-04,61159,,,32,4,4,
2023-08-04,61256,2,111.2,32,4,4,55.6
2023-08-04,61278,,,32,4,4,
2023-08-04,61279,1,27.1,32,4,4,27.1
2023-08-04,61618,4,100,32,4,4,25
2023-08-04,62788,3,94.2,32,4,4,31.4
2023-08-04,62806,,,32,4,4,
2023-08-04,67945,2,159.6,32,4,4,79.8
2023-08-04,68146,1,85.9,32,4,4,85.9
2023-08-04,97135,,,32,4,4,
2023-08-04,97785,,,32,4,4,
2023-08-04,98466,10,186,32,4,4,18.6
2023-08-04,2171,,,32,4,4,
2023-08-04,2501,,,32,4,4,
2023-08-04,3357,2,38.78,32,4,4,19.39
2023-08-04,25590,,,32,4,4,
2023-08-04,25591,,,32,4,4,
2023-08-04,25602,,,32,4,4,
2023-08-04,25606,,,32,4,4,
2023-08-04,25620,3,88.8,32,4,4,29.6
2023-08-04,25687,,,32,4,4,
2023-08-04,25741,4,201.2,32,4,4,50.3
2023-08-04,25879,3,84.9,32,4,4,28.3
2023-08-04,25896,,,32,4,4,
2023-08-04,25925,6,214.8,32,4,4,35.8
2023-08-04,25926,4,243.2,32,4,4,60.8
2023-08-04,27289,,,32,4,4,
2023-08-04,29099,8,168,32,4,4,21
2023-08-04,29594,4,108.8,32,4,4,27.2
2023-08-04,31301,,,32,4,4,
2023-08-04,31745,,,32,4,4,
2023-08-04,32347,,,32,4,4,
2023-08-04,33221,1,27.5,32,4,4,27.5
2023-08-04,44425,3,98.1,32,4,4,32.7
2023-08-04,47369,,,32,4,4,
2023-08-04,48845,4,82.5,32,4,4,20.625
2023-08-04,48868,,,32,4,4,
2023-08-04,52640,,,32,4,4,
2023-08-04,52990,,,32,4,4,
2023-08-04,52991,,,32,4,4,
2023-08-04,59931,1,57.7,32,4,4,57.7
2023-08-04,61126,3,186.3,32,4,4,62.1
2023-08-04,61161,,,32,4,4,
2023-08-04,61166,,,32,4,4,
2023-08-04,61250,11,288.2,32,4,4,26.2
2023-08-04,61255,7,405.3,32,4,4,57.9
2023-08-04,61258,,,32,4,4,
2023-08-04,67245,1,67,32,4,4,67
2023-08-04,67360,1,37.99,32,4,4,37.99
2023-08-04,67521,,,32,4,4,
2023-08-04,67948,7,382.2,32,4,4,54.6
2023-08-04,69087,1,32.2,32,4,4,32.2
2023-08-04,69088,,,32,4,4,
2023-08-04,97134,,,32,4,4,
2023-08-04,97755,2,72.4,32,4,4,36.2
2023-08-04,101209,6,341.4,32,4,4,56.9
2023-08-05,2501,,,32,5,5,
2023-08-05,3357,2,42,32,5,5,21
2023-08-05,25591,1,59.5,32,5,5,59.5
2023-08-05,25602,3,141.6,32,5,5,47.2
2023-08-05,25606,1,32.7,32,5,5,32.7
2023-08-05,25642,4,170.8,32,5,5,42.7
2023-08-05,25687,3,90.6,32,5,5,30.2
2023-08-05,25741,8,399.3,32,5,5,49.9125
2023-08-05,25851,7,189,32,5,5,27
2023-08-05,25877,1,29.7,32,5,5,29.7
2023-08-05,25925,3,107.4,32,5,5,35.8
2023-08-05,25926,,,32,5,5,
2023-08-05,27289,1,81.6,32,5,5,81.6
2023-08-05,29099,3,63,32,5,5,21
2023-08-05,29594,3,81.6,32,5,5,27.2
2023-08-05,31299,,,32,5,5,
2023-08-05,31301,,,32,5,5,
2023-08-05,31321,5,157,32,5,5,31.4
2023-08-05,31745,,,32,5,5,
2023-08-05,33221,1,27.5,32,5,5,27.5
2023-08-05,48845,3,77.4,32,5,5,25.8
2023-08-05,48860,,,32,5,5,
2023-08-05,52615,3,103.5,32,5,5,34.5
2023-08-05,52990,7,228.9,32,5,5,32.7
2023-08-05,59931,,,32,5,5,
2023-08-05,61126,,,32,5,5,
2023-08-05,61161,,,32,5,5,
2023-08-05,61166,,,32,5,5,
2023-08-05,61250,20,524,32,5,5,26.2
2023-08-05,61255,5,289.5,32,5,5,57.9
2023-08-05,61256,1,55.6,32,5,5,55.6
2023-08-05,61258,,,32,5,5,
2023-08-05,67521,,,32,5,5,
2023-08-05,67948,4,218.4,32,5,5,54.6
2023-08-05,69087,,,32,5,5,
2023-08-05,97134,,,32,5,5,
2023-08-05,97755,,,32,5,5,
2023-08-05,98466,10,186,32,5,5,18.6
2023-08-05,101209,11,624.33,32,5,5,56.7572727272727
2023-08-05,2171,,,32,5,5,
2023-08-05,25589,2,119,32,5,5,59.5
2023-08-05,25590,,,32,5,5,
2023-08-05,25592,,,32,5,5,
2023-08-05,25620,,,32,5,5,
2023-08-05,25725,,,32,5,5,
2023-08-05,25767,10,530.21,32,5,5,53.021
2023-08-05,25883,1,29.1,32,5,5,29.1
2023-08-05,25896,3,87.9,32,5,5,29.3
2023-08-05,25913,,,32,5,5,
2023-08-05,25936,,,32,5,5,
2023-08-05,32347,,,32,5,5,
2023-08-05,33222,1,48.9,32,5,5,48.9
2023-08-05,34689,,,32,5,5,
2023-08-05,37270,4,104.8,32,5,5,26.2
2023-08-05,37376,3,89.7,32,5,5,29.9
2023-08-05,47368,,,32,5,5,
2023-08-05,47369,1,40,32,5,5,40
2023-08-05,48868,,,32,5,5,
2023-08-05,52640,1,37.99,32,5,5,37.99
2023-08-05,52992,2,65.4,32,5,5,32.7
