Дата,ПодрКод,НомКод,Кіл_сть,СумаПродажу,ЦінаПродажу
06.04.2023 0:00,34,25 920,1,"26,1","26,1"
18.05.2023 0:00,34,25 901,4,100,25
14.09.2023 0:00,34,25 741,5,"251,5","50,3"
05.10.2023 0:00,34,34 674,0,0,0
22.06.2023 0:00,34,107 160,0,0,0
04.04.2023 0:00,34,25 912,0,0,0
09.07.2023 0:00,34,25 617,0,0,0
03.09.2023 0:00,34,64 116,0,0,0
23.09.2023 0:00,34,97 134,0,0,0
13.10.2023 0:00,34,53 487,2,"100,89","50,445"
30.09.2023 0:00,34,61 277,1,"48,9","48,9"
11.09.2023 0:00,34,61 162,0,0,0
31.07.2023 0:00,34,34 689,0,0,0
06.06.2023 0:00,34,3 378,0,0,0
10.10.2023 0:00,34,48 862,0,0,0
06.05.2023 0:00,34,600,0,0,0
17.05.2023 0:00,34,2 861,0,0,0
20.05.2023 0:00,34,29 594,2,"54,4","27,2"
04.04.2023 0:00,34,25 883,0,0,0
30.06.2023 0:00,34,47 369,0,0,0
09.04.2023 0:00,34,31 369,0,0,0
18.05.2023 0:00,34,107 752,0,0,0
08.08.2023 0:00,34,25 922,0,0,0
17.09.2023 0:00,34,52 615,2,69,"34,5"
29.08.2023 0:00,34,25 606,0,0,0
07.05.2023 0:00,34,48 861,0,0,0
14.09.2023 0:00,34,67 948,4,"159,96","39,99"
21.10.2023 0:00,34,25 725,0,0,0
03.07.2023 0:00,34,61 255,0,0,0
29.05.2023 0:00,34,107 160,2,"102,25","51,125"
11.08.2023 0:00,34,2 593,0,0,0
09.07.2023 0:00,34,17 353,0,0,0
24.09.2023 0:00,34,25 879,5,"141,5","28,3"
11.08.2023 0:00,34,25 930,5,"314,5","62,9"
03.09.2023 0:00,34,25 741,2,"100,6","50,3"
06.04.2023 0:00,34,25 880,0,0,0
21.05.2023 0:00,34,25 589,1,"59,5","59,5"
15.07.2023 0:00,34,52 855,0,0,0
15.04.2023 0:00,34,32 615,0,0,0
02.07.2023 0:00,34,25 928,0,0,0
30.06.2023 0:00,34,68 131,0,0,0
02.04.2023 0:00,34,25 854,0,0,0
16.04.2023 0:00,34,31 745,1,"41,2","41,2"
28.08.2023 0:00,34,25 589,3,"178,5","59,5"
11.09.2023 0:00,34,107 752,0,0,0
07.05.2023 0:00,34,96 841,1,"31,7","31,7"
11.09.2023 0:00,34,52 959,0,0,0
19.04.2023 0:00,34,25 767,5,258,"51,6"
25.10.2023 0:00,34,53 486,7,"314,3","44,9"
08.06.2023 0:00,34,67 811,7,"149,1","21,3"
06.05.2023 0:00,34,25 592,0,0,0
24.07.2023 0:00,34,25 912,0,0,0
01.04.2023 0:00,34,32 355,0,0,0
08.09.2023 0:00,34,61 126,0,0,0
20.06.2023 0:00,34,25 906,0,0,0
15.07.2023 0:00,34,101 209,2,134,67
30.09.2023 0:00,34,52 959,0,0,0
14.09.2023 0:00,34,29 594,1,"27,2","27,2"
31.05.2023 0:00,34,25 879,0,0,0
10.07.2023 0:00,34,32 347,0,0,0
02.08.2023 0:00,34,61 126,0,0,0
03.06.2023 0:00,34,25 764,0,0,0
29.06.2023 0:00,34,25 897,0,0,0
15.10.2023 0:00,34,2 266,0,0,0
14.08.2023 0:00,34,48 868,0,0,0
18.10.2023 0:00,34,52 959,0,0,0
12.09.2023 0:00,34,61 162,0,0,0
11.09.2023 0:00,34,67 233,0,0,0
30.08.2023 0:00,34,25 801,0,0,0
16.10.2023 0:00,34,61 243,0,0,0
13.06.2023 0:00,34,61 279,1,"27,1","27,1"
14.05.2023 0:00,34,25 617,0,0,0
17.04.2023 0:00,34,29 594,4,"108,8","27,2"
06.07.2023 0:00,34,31 301,1,"30,99","30,99"
28.07.2023 0:00,34,32 347,2,102,51
06.04.2023 0:00,34,69 087,0,0,0
19.06.2023 0:00,34,2 296,0,0,0
14.05.2023 0:00,34,32 351,4,"124,8","31,2"
11.10.2023 0:00,34,61 279,0,0,0
11.07.2023 0:00,34,98 466,8,"147,71","18,46375"
03.08.2023 0:00,34,97 134,0,0,0
09.09.2023 0:00,34,61 243,0,0,0
05.05.2023 0:00,34,25 896,0,0,0
28.04.2023 0:00,34,25 924,1,"57,9","57,9"
17.09.2023 0:00,34,97 135,0,0,0
08.04.2023 0:00,34,47 369,0,0,0
25.09.2023 0:00,34,25 878,5,"104,95","20,99"
12.10.2023 0:00,34,69 000,0,0,0
14.09.2023 0:00,34,97 786,0,0,0
30.10.2023 0:00,34,31 301,0,0,0
21.08.2023 0:00,34,68 132,7,"178,5","25,5"
02.05.2023 0:00,34,433,0,0,0
28.07.2023 0:00,34,25 854,0,0,0
26.08.2023 0:00,34,31 320,3,"78,6","26,2"
09.09.2023 0:00,34,25 899,0,0,0
23.05.2023 0:00,34,25 589,0,0,0
25.05.2023 0:00,34,31 368,0,0,0
15.08.2023 0:00,34,59 565,1,"61,8","61,8"
16.09.2023 0:00,34,61 161,1,78,78
02.04.2023 0:00,34,25 590,0,0,0
10.04.2023 0:00,34,25 928,4,"95,6","23,9"
18.10.2023 0:00,34,25 591,0,0,0
01.04.2023 0:00,34,25 606,0,0,0
29.09.2023 0:00,34,31 320,0,0,0
05.09.2023 0:00,34,25 925,0,0,0
07.08.2023 0:00,34,31 369,0,0,0
11.05.2023 0:00,34,25 931,9,"274,5","30,5"
04.06.2023 0:00,34,98 318,4,"139,6","34,9"
16.05.2023 0:00,34,2 862,1,30,30
03.07.2023 0:00,34,48 868,0,0,0
11.05.2023 0:00,34,25 591,0,0,0
14.04.2023 0:00,34,101 209,17,"934,6","54,9764705882352"
09.07.2023 0:00,34,25 605,0,0,0
16.07.2023 0:00,34,26 083,0,0,0
20.06.2023 0:00,34,33 224,1,"29,9","29,9"
26.05.2023 0:00,34,98 529,0,0,0
05.08.2023 0:00,34,67 360,2,"41,98","20,99"
11.05.2023 0:00,34,2 861,2,60,30
10.05.2023 0:00,34,67 233,0,0,0
10.04.2023 0:00,34,48 860,0,0,0
24.08.2023 0:00,34,59 565,3,"185,4","61,8"
21.04.2023 0:00,34,53 487,2,"100,4","50,2"
11.09.2023 0:00,34,62 806,0,0,0
21.08.2023 0:00,34,3 357,4,83,"20,75"
06.08.2023 0:00,34,25 896,1,"29,3","29,3"
09.07.2023 0:00,34,25 915,0,0,0
04.10.2023 0:00,34,25 914,0,0,0
17.06.2023 0:00,34,25 592,0,0,0
08.07.2023 0:00,34,61 256,2,"111,2","55,6"
11.07.2023 0:00,34,53 605,0,0,0
22.09.2023 0:00,34,2 173,0,0,0
12.10.2023 0:00,34,25 589,0,0,0
01.05.2023 0:00,34,25 915,0,0,0
12.08.2023 0:00,34,25 926,2,"107,8","53,9"
27.09.2023 0:00,34,47 368,0,0,0
14.06.2023 0:00,34,67 520,1,"26,99","26,99"
10.06.2023 0:00,34,2 862,1,30,30
24.09.2023 0:00,34,25 801,3,"72,3","24,1"
07.06.2023 0:00,34,68 131,0,0,0
04.10.2023 0:00,34,53 487,1,"55,1","55,1"
31.05.2023 0:00,34,67 245,1,65,65
14.09.2023 0:00,34,68 132,3,"76,5","25,5"
16.04.2023 0:00,34,25 901,0,0,0
18.06.2023 0:00,34,25 936,1,"34,9","34,9"
27.08.2023 0:00,34,61 126,0,0,0
28.07.2023 0:00,34,25 878,4,"113,2","28,3"
30.06.2023 0:00,34,32 615,0,0,0
16.06.2023 0:00,34,59 565,1,"61,8","61,8"
26.04.2023 0:00,34,61 166,0,0,0
19.07.2023 0:00,34,98 466,2,"36,6","18,3"
12.09.2023 0:00,34,69 087,0,0,0
13.07.2023 0:00,34,25 879,0,0,0
03.10.2023 0:00,34,97 134,0,0,0
18.06.2023 0:00,34,48 860,0,0,0
18.09.2023 0:00,34,25 912,0,0,0
01.04.2023 0:00,34,25 922,1,"73,9","73,9"
25.06.2023 0:00,34,25 928,2,"52,4","26,2"
01.07.2023 0:00,34,97 786,0,0,0
27.05.2023 0:00,34,25 924,0,0,0
11.08.2023 0:00,34,25 925,4,"143,2","35,8"
18.07.2023 0:00,34,69 088,0,0,0
05.06.2023 0:00,34,95 548,0,0,0
03.10.2023 0:00,34,27 285,0,0,0
30.10.2023 0:00,34,61 615,1,"31,9","31,9"
17.04.2023 0:00,34,97 785,0,0,0
08.07.2023 0:00,34,25 880,0,0,0
18.08.2023 0:00,34,31 743,0,0,0
18.04.2023 0:00,34,97 785,0,0,0
15.05.2023 0:00,34,67 811,0,0,0
09.10.2023 0:00,34,67 524,0,0,0
26.10.2023 0:00,34,29 594,7,"190,4","27,2"
22.07.2023 0:00,34,61 618,0,0,0
26.07.2023 0:00,34,31 368,0,0,0
23.10.2023 0:00,34,98 318,0,0,0
21.10.2023 0:00,34,50 588,2,"62,8","31,4"
19.09.2023 0:00,34,59 931,0,0,0
07.08.2023 0:00,34,25 910,0,0,0
04.07.2023 0:00,34,48 868,0,0,0
04.09.2023 0:00,34,25 642,1,"42,7","42,7"
23.04.2023 0:00,34,31 301,0,0,0
18.06.2023 0:00,34,61 278,0,0,0
10.05.2023 0:00,34,25 591,0,0,0
03.10.2023 0:00,34,25 914,0,0,0
15.04.2023 0:00,34,69 087,0,0,0
18.07.2023 0:00,34,61 166,1,"86,4","86,4"
18.08.2023 0:00,34,25 924,2,"119,4","59,7"
08.04.2023 0:00,34,61 277,0,0,0
11.08.2023 0:00,34,61 117,0,0,0
22.07.2023 0:00,34,59 934,3,"166,5","55,5"
15.04.2023 0:00,34,25 913,1,"28,99","28,99"
11.05.2023 0:00,34,25 635,0,0,0
15.06.2023 0:00,34,59 565,3,"185,4","61,8"
17.06.2023 0:00,34,48 861,0,0,0
01.07.2023 0:00,34,31 371,0,0,0
27.10.2023 0:00,34,31 320,0,0,0
19.04.2023 0:00,34,25 914,0,0,0
01.07.2023 0:00,34,97 755,0,0,0
28.04.2023 0:00,34,98 466,5,93,"18,6"
17.09.2023 0:00,34,25 617,0,0,0
16.07.2023 0:00,34,25 764,0,0,0
19.09.2023 0:00,34,31 215,0,0,0
07.10.2023 0:00,34,67 524,3,"115,48","38,4933333333333"
24.08.2023 0:00,34,25 936,0,0,0
08.10.2023 0:00,34,25 933,0,0,0
24.05.2023 0:00,34,52 991,1,"32,7","32,7"
10.04.2023 0:00,34,31 371,3,"177,3","59,1"
08.05.2023 0:00,34,69 089,0,0,0
08.07.2023 0:00,34,25 901,0,0,0
05.08.2023 0:00,34,25 896,3,"87,9","29,3"
31.10.2023 0:00,34,31 299,10,"289,9","28,99"
02.05.2023 0:00,34,32 282,0,0,0
22.08.2023 0:00,34,2 593,2,105,"52,5"
22.08.2023 0:00,34,25 930,3,"187,58","62,5266666666666"
28.04.2023 0:00,34,31 215,0,0,0
15.09.2023 0:00,34,25 936,1,"34,9","34,9"
04.10.2023 0:00,34,31 215,0,0,0
18.10.2023 0:00,34,25 914,0,0,0
23.05.2023 0:00,34,25 607,0,0,0
07.08.2023 0:00,34,61 126,5,"310,5","62,1"
25.09.2023 0:00,34,52 960,6,"149,94","24,99"
14.06.2023 0:00,34,25 924,0,0,0
21.08.2023 0:00,34,25 911,0,0,0
08.05.2023 0:00,34,25 880,0,0,0
24.06.2023 0:00,34,25 914,0,0,0
09.10.2023 0:00,34,32 356,0,0,0
07.08.2023 0:00,34,2 171,0,0,0
23.09.2023 0:00,34,48 860,0,0,0
13.10.2023 0:00,34,25 617,0,0,0
30.08.2023 0:00,34,2 266,2,110,55
03.05.2023 0:00,34,48 868,0,0,0
28.05.2023 0:00,34,69 088,0,0,0
03.04.2023 0:00,34,25 882,2,"50,4","25,2"
06.04.2023 0:00,34,25 951,0,0,0
21.05.2023 0:00,34,61 278,0,0,0
08.06.2023 0:00,34,107 752,0,0,0
29.07.2023 0:00,34,67 948,1,"54,6","54,6"
14.08.2023 0:00,34,61 618,1,25,25
15.04.2023 0:00,34,61 166,0,0,0
22.06.2023 0:00,34,70 117,2,"47,8","23,9"
05.06.2023 0:00,34,25 922,1,"68,5","68,5"
12.10.2023 0:00,34,61 255,1,"68,1","68,1"
03.08.2023 0:00,34,26 083,0,0,0
29.06.2023 0:00,34,25 914,0,0,0
03.04.2023 0:00,34,25 933,0,0,0
01.04.2023 0:00,34,44 422,6,"186,6","31,1"
12.08.2023 0:00,34,25 592,0,0,0
04.05.2023 0:00,34,61 116,1,30,30
12.04.2023 0:00,34,25 760,0,0,0
09.10.2023 0:00,34,44 425,0,0,0
04.04.2023 0:00,34,97 785,2,156,78
10.10.2023 0:00,34,27 286,0,0,0
09.05.2023 0:00,34,53 487,1,"53,4","53,4"
09.06.2023 0:00,34,101 209,1,65,65
13.04.2023 0:00,34,97 134,0,0,0
23.10.2023 0:00,34,69 088,0,0,0
12.04.2023 0:00,34,44 424,0,0,0
12.07.2023 0:00,34,107 753,0,0,0
14.09.2023 0:00,34,31 301,0,0,0
23.04.2023 0:00,34,31 369,0,0,0
13.04.2023 0:00,34,3 357,0,0,0
27.08.2023 0:00,34,25 590,0,0,0
20.06.2023 0:00,34,32 347,0,0,0
19.06.2023 0:00,34,25 915,0,0,0
09.04.2023 0:00,34,25 931,7,"200,2","28,6"
18.04.2023 0:00,34,25 936,0,0,0
18.05.2023 0:00,34,68 046,1,"101,4","101,4"
12.06.2023 0:00,34,25 854,0,0,0
27.07.2023 0:00,34,34 689,0,0,0
05.09.2023 0:00,34,59 931,0,0,0
27.04.2023 0:00,34,25 911,1,"44,7","44,7"
18.08.2023 0:00,34,34 690,0,0,0
03.07.2023 0:00,34,2 296,1,"22,6","22,6"
11.09.2023 0:00,34,59 565,0,0,0
02.06.2023 0:00,34,25 591,2,119,"59,5"
20.08.2023 0:00,34,25 642,4,"170,8","42,7"
22.08.2023 0:00,34,25 923,3,"67,27","22,4233333333333"
01.07.2023 0:00,34,70 117,3,"71,7","23,9"
04.04.2023 0:00,34,101 209,8,"401,8","50,225"
16.04.2023 0:00,34,48 861,0,0,0
11.06.2023 0:00,34,48 868,0,0,0
01.05.2023 0:00,34,25 896,0,0,0
12.07.2023 0:00,34,25 607,6,"196,2","32,7"
30.08.2023 0:00,34,61 258,1,"34,9","34,9"
13.05.2023 0:00,34,98 318,2,63,"31,5"
26.04.2023 0:00,34,25 897,1,"41,99","41,99"
03.08.2023 0:00,34,25 924,2,"119,4","59,7"
05.05.2023 0:00,34,25 882,2,"54,4","27,2"
05.04.2023 0:00,34,48 861,0,0,0
02.09.2023 0:00,34,3 378,0,0,0
21.05.2023 0:00,34,25 642,6,"248,4","41,4"
24.07.2023 0:00,34,29 594,5,136,"27,2"
07.10.2023 0:00,34,25 878,5,"141,5","28,3"
08.06.2023 0:00,34,31 371,0,0,0
05.07.2023 0:00,34,25 928,0,0,0
24.06.2023 0:00,34,44 422,0,0,0
26.07.2023 0:00,34,31 370,0,0,0
26.08.2023 0:00,34,25 922,0,0,0
29.07.2023 0:00,34,2 171,0,0,0
13.08.2023 0:00,34,34 690,0,0,0
28.06.2023 0:00,34,44 424,0,0,0
25.07.2023 0:00,34,26 083,0,0,0
14.07.2023 0:00,34,25 897,0,0,0
03.08.2023 0:00,34,25 767,10,532,"53,2"
27.10.2023 0:00,34,32 354,1,"30,1","30,1"
04.06.2023 0:00,34,61 278,0,0,0
22.07.2023 0:00,34,61 255,2,"115,8","57,9"
29.08.2023 0:00,34,52 615,5,"172,5","34,5"
24.05.2023 0:00,34,25 591,0,0,0
25.09.2023 0:00,34,61 277,0,0,0
03.07.2023 0:00,34,25 605,0,0,0
28.04.2023 0:00,34,67 524,1,"45,5","45,5"
02.09.2023 0:00,34,61 162,0,0,0
13.10.2023 0:00,34,48 862,3,"86,97","28,99"
20.08.2023 0:00,34,37 383,2,"111,8","55,9"
28.08.2023 0:00,34,61 256,1,"55,6","55,6"
11.09.2023 0:00,34,25 913,0,0,0
02.08.2023 0:00,34,25 911,0,0,0
02.09.2023 0:00,34,29 813,0,0,0
15.10.2023 0:00,34,25 910,0,0,0
24.08.2023 0:00,34,25 620,0,0,0
18.04.2023 0:00,34,68 132,3,"73,8","24,6"
24.08.2023 0:00,34,52 615,2,69,"34,5"
21.08.2023 0:00,34,61 615,2,"63,8","31,9"
30.07.2023 0:00,34,25 911,0,0,0
06.05.2023 0:00,34,31 369,0,0,0
03.08.2023 0:00,34,25 589,0,0,0
24.08.2023 0:00,34,25 687,1,"30,2","30,2"
20.06.2023 0:00,34,25 741,5,"246,5","49,3"
25.10.2023 0:00,34,98 529,0,0,0
22.08.2023 0:00,34,67 945,2,"159,6","79,8"
13.10.2023 0:00,34,48 868,0,0,0
29.10.2023 0:00,34,61 615,1,"31,9","31,9"
14.09.2023 0:00,34,47 369,0,0,0
04.07.2023 0:00,34,25 606,1,"32,7","32,7"
03.09.2023 0:00,34,25 912,0,0,0
03.06.2023 0:00,34,25 931,2,"62,8","31,4"
08.09.2023 0:00,34,69 088,0,0,0
07.05.2023 0:00,34,2 296,1,"23,7","23,7"
08.07.2023 0:00,34,95 548,1,"53,8","53,8"
13.10.2023 0:00,34,25 767,8,"425,6","53,2"
28.06.2023 0:00,34,25 607,1,"32,7","32,7"
08.08.2023 0:00,34,25 851,0,0,0
28.08.2023 0:00,34,61 279,2,"54,2","27,1"
15.06.2023 0:00,34,2 593,2,"99,8","49,9"
17.06.2023 0:00,34,25 801,0,0,0
07.05.2023 0:00,34,25 912,0,0,0
22.05.2023 0:00,34,25 922,1,"78,8","78,8"
15.06.2023 0:00,34,25 930,1,"62,9","62,9"
30.04.2023 0:00,34,61 116,1,"33,6","33,6"
18.06.2023 0:00,34,25 767,1,"51,6","51,6"
10.04.2023 0:00,34,29 594,3,"81,6","27,2"
18.08.2023 0:00,34,25 877,0,0,0
05.06.2023 0:00,34,101 209,3,195,65
10.10.2023 0:00,34,2 593,1,"52,5","52,5"
31.10.2023 0:00,34,2 501,0,0,0
29.05.2023 0:00,34,17 353,0,0,0
10.10.2023 0:00,34,25 930,9,"564,08","62,6755555555555"
15.07.2023 0:00,34,25 642,10,385,"38,5"
09.10.2023 0:00,34,31 215,0,0,0
31.05.2023 0:00,34,25 951,0,0,0
02.08.2023 0:00,34,107 752,2,"53,98","26,99"
28.04.2023 0:00,34,47 368,0,0,0
22.04.2023 0:00,34,31 743,1,"36,5","36,5"
24.05.2023 0:00,34,66 473,0,0,0
24.06.2023 0:00,34,52 992,0,0,0
06.10.2023 0:00,34,25 911,0,0,0
27.07.2023 0:00,34,33 221,0,0,0
06.05.2023 0:00,34,61 157,0,0,0
26.05.2023 0:00,34,61 250,1,"25,4","25,4"
12.07.2023 0:00,34,97 795,2,"70,96","35,48"
12.05.2023 0:00,34,31 371,4,"236,4","59,1"
30.08.2023 0:00,34,25 915,0,0,0
24.06.2023 0:00,34,97 785,8,624,78
06.06.2023 0:00,34,44 424,0,0,0
08.05.2023 0:00,34,107 753,1,"59,9","59,9"
17.10.2023 0:00,34,61 126,2,"124,2","62,1"
18.08.2023 0:00,34,25 764,0,0,0
19.05.2023 0:00,34,31 299,0,0,0
08.07.2023 0:00,34,25 936,0,0,0
20.08.2023 0:00,34,59 565,4,"247,2","61,8"
06.09.2023 0:00,34,3 378,0,0,0
03.06.2023 0:00,34,25 883,0,0,0
16.08.2023 0:00,34,25 899,0,0,0
19.06.2023 0:00,34,34 689,0,0,0
14.05.2023 0:00,34,44 425,0,0,0
05.07.2023 0:00,34,37 270,1,"26,2","26,2"
15.05.2023 0:00,34,32 347,2,83,"41,5"
29.05.2023 0:00,34,3 378,3,"79,5","26,5"
18.07.2023 0:00,34,25 591,0,0,0
27.06.2023 0:00,34,69 089,0,0,0
30.06.2023 0:00,34,61 162,0,0,0
26.09.2023 0:00,34,25 910,0,0,0
11.10.2023 0:00,34,25 590,0,0,0
26.04.2023 0:00,34,2 861,0,0,0
27.04.2023 0:00,34,69 088,0,0,0
10.05.2023 0:00,34,31 743,0,0,0
13.04.2023 0:00,34,53 486,2,"93,6","46,8"
28.04.2023 0:00,34,25 725,0,0,0
07.04.2023 0:00,34,31 320,1,"29,9","29,9"
18.09.2023 0:00,34,25 911,0,0,0
16.06.2023 0:00,34,61 277,1,"48,9","48,9"
27.06.2023 0:00,34,25 642,7,"298,9","42,7"
19.04.2023 0:00,34,25 920,0,0,0
25.05.2023 0:00,34,2 296,0,0,0
20.04.2023 0:00,34,53 487,6,298,"49,6666666666666"
17.06.2023 0:00,34,25 590,0,0,0
10.09.2023 0:00,34,25 883,2,"58,2","29,1"
05.04.2023 0:00,34,61 243,0,0,0
26.05.2023 0:00,34,50 588,0,0,0
28.05.2023 0:00,34,31 300,0,0,0
04.06.2023 0:00,34,25 913,0,0,0
16.04.2023 0:00,34,25 926,0,0,0
20.09.2023 0:00,34,66 473,0,0,0
04.06.2023 0:00,34,69 087,0,0,0
16.06.2023 0:00,34,25 606,0,0,0
01.08.2023 0:00,34,25 901,0,0,0
25.09.2023 0:00,34,25 925,0,0,0
15.06.2023 0:00,34,61 258,0,0,0
15.04.2023 0:00,34,25 933,1,"28,6","28,6"
12.06.2023 0:00,34,47 369,0,0,0
06.07.2023 0:00,34,61 243,0,0,0
02.05.2023 0:00,34,31 320,1,"29,69","29,69"
16.09.2023 0:00,34,61 277,0,0,0
19.07.2023 0:00,34,97 785,0,0,0
03.05.2023 0:00,34,32 615,3,"214,5","71,5"
20.07.2023 0:00,34,97 134,2,"75,2","37,6"
04.04.2023 0:00,34,25 931,4,"114,4","28,6"
28.04.2023 0:00,34,44 422,2,"58,98","29,49"
12.04.2023 0:00,34,31 301,0,0,0
18.06.2023 0:00,34,31 370,0,0,0
18.10.2023 0:00,34,53 511,0,0,0
18.05.2023 0:00,34,25 642,6,"248,4","41,4"
06.06.2023 0:00,34,52 959,1,"32,4","32,4"
07.07.2023 0:00,34,25 877,0,0,0
26.08.2023 0:00,34,26 083,0,0,0
02.09.2023 0:00,34,25 901,1,"29,3","29,3"
27.04.2023 0:00,34,97 795,1,"34,9","34,9"
21.04.2023 0:00,34,25 767,1,"51,6","51,6"
10.09.2023 0:00,34,25 764,0,0,0
07.06.2023 0:00,34,29 594,2,"54,4","27,2"
27.10.2023 0:00,34,61 255,1,"68,1","68,1"
10.07.2023 0:00,34,25 906,0,0,0
03.07.2023 0:00,34,53 487,1,"55,1","55,1"
05.05.2023 0:00,34,25 606,2,"65,4","32,7"
05.07.2023 0:00,34,34 690,0,0,0
05.04.2023 0:00,34,47 368,0,0,0
27.04.2023 0:00,34,97 785,1,78,78
27.09.2023 0:00,34,25 912,0,0,0
14.07.2023 0:00,34,97 135,0,0,0
11.07.2023 0:00,34,48 861,0,0,0
04.10.2023 0:00,34,25 687,4,"120,8","30,2"
10.05.2023 0:00,34,25 741,4,"197,2","49,3"
05.04.2023 0:00,34,2 860,0,0,0
26.04.2023 0:00,34,68 131,0,0,0
18.10.2023 0:00,34,61 162,0,0,0
09.07.2023 0:00,34,32 615,0,0,0
12.05.2023 0:00,34,52 640,0,0,0
22.04.2023 0:00,34,61 258,1,"31,8","31,8"
11.06.2023 0:00,34,61 116,0,0,0
08.07.2023 0:00,34,52 960,1,"31,7","31,7"
06.08.2023 0:00,34,61 157,1,"81,9","81,9"
01.07.2023 0:00,34,97 795,1,36,36
30.06.2023 0:00,34,31 368,0,0,0
04.05.2023 0:00,34,25 602,4,"183,2","45,8"
14.07.2023 0:00,34,52 615,13,"448,5","34,5"
13.10.2023 0:00,34,2 266,2,"129,6","64,8"
05.05.2023 0:00,34,27 289,0,0,0
12.10.2023 0:00,34,25 922,0,0,0
03.05.2023 0:00,34,25 591,0,0,0
25.06.2023 0:00,34,61 161,0,0,0
21.08.2023 0:00,34,29 099,1,21,21
22.10.2023 0:00,34,25 936,3,"104,7","34,9"
01.04.2023 0:00,34,25 896,1,"29,3","29,3"
28.07.2023 0:00,34,67 521,0,0,0
09.07.2023 0:00,34,25 606,0,0,0
30.10.2023 0:00,34,61 157,0,0,0
28.08.2023 0:00,34,31 320,4,"104,8","26,2"
05.05.2023 0:00,34,67 948,1,53,53
21.04.2023 0:00,34,61 116,0,0,0
11.10.2023 0:00,34,25 899,0,0,0
07.04.2023 0:00,34,25 936,0,0,0
29.08.2023 0:00,34,61 166,0,0,0
01.04.2023 0:00,34,61 277,0,0,0
03.05.2023 0:00,34,2 861,0,0,0
09.08.2023 0:00,34,25 914,0,0,0
12.06.2023 0:00,34,107 160,0,0,0
30.05.2023 0:00,34,61 279,0,0,0
16.08.2023 0:00,34,25 931,3,"94,2","31,4"
03.04.2023 0:00,34,25 606,0,0,0
21.05.2023 0:00,34,48 860,0,0,0
01.07.2023 0:00,34,52 992,0,0,0
24.08.2023 0:00,34,34 674,0,0,0
23.10.2023 0:00,34,44 423,3,"93,3","31,1"
25.06.2023 0:00,34,25 606,1,"32,7","32,7"
11.07.2023 0:00,34,67 948,0,0,0
10.08.2023 0:00,34,25 902,1,"49,8","49,8"
25.04.2023 0:00,34,95 548,1,"51,7","51,7"
24.04.2023 0:00,34,31 299,0,0,0
29.10.2023 0:00,34,25 912,2,"59,8","29,9"
01.10.2023 0:00,34,3 378,0,0,0
22.07.2023 0:00,34,2 266,0,0,0
07.08.2023 0:00,34,25 912,0,0,0
08.07.2023 0:00,34,2 593,2,105,"52,5"
08.07.2023 0:00,34,25 930,9,"563,28","62,5866666666666"
30.04.2023 0:00,34,107 752,0,0,0
19.08.2023 0:00,34,61 258,1,"34,9","34,9"
04.10.2023 0:00,34,25 620,0,0,0
04.10.2023 0:00,34,48 845,1,"25,8","25,8"
28.04.2023 0:00,34,68 959,0,0,0
16.07.2023 0:00,34,52 425,0,0,0
25.05.2023 0:00,34,25 931,6,183,"30,5"
28.05.2023 0:00,34,32 351,0,0,0
05.06.2023 0:00,34,25 764,0,0,0
30.09.2023 0:00,34,61 161,0,0,0
05.05.2023 0:00,34,25 687,0,0,0
21.10.2023 0:00,34,70 117,1,"27,5","27,5"
09.10.2023 0:00,34,61 117,0,0,0
29.07.2023 0:00,34,25 617,0,0,0
09.09.2023 0:00,34,37 383,8,"404,02","50,5025"
02.09.2023 0:00,34,25 923,0,0,0
30.06.2023 0:00,34,61 277,0,0,0
05.06.2023 0:00,34,25 925,0,0,0
06.08.2023 0:00,34,47 368,0,0,0
23.10.2023 0:00,34,53 511,6,"196,2","32,7"
07.06.2023 0:00,34,48 862,0,0,0
01.06.2023 0:00,34,44 425,0,0,0
09.04.2023 0:00,34,25 618,0,0,0
24.04.2023 0:00,34,31 371,0,0,0
28.08.2023 0:00,34,29 099,1,21,21
25.07.2023 0:00,34,31 372,1,"56,2","56,2"
07.07.2023 0:00,34,52 640,9,"346,41","38,49"
11.06.2023 0:00,34,31 215,0,0,0
23.06.2023 0:00,34,25 880,0,0,0
28.10.2023 0:00,34,52 615,2,69,"34,5"
24.05.2023 0:00,34,25 878,3,"81,6","27,2"
05.09.2023 0:00,34,31 321,0,0,0
08.08.2023 0:00,34,47 368,0,0,0
26.09.2023 0:00,34,67 945,1,"71,63","71,63"
21.09.2023 0:00,34,27 289,1,"81,6","81,6"
17.07.2023 0:00,34,31 320,0,0,0
18.09.2023 0:00,34,31 301,3,"83,97","27,99"
28.10.2023 0:00,34,31 745,0,0,0
13.09.2023 0:00,34,25 926,0,0,0
28.08.2023 0:00,34,25 851,0,0,0
12.09.2023 0:00,34,62 806,0,0,0
04.07.2023 0:00,34,25 620,0,0,0
24.10.2023 0:00,34,25 642,12,"443,88","36,99"
25.10.2023 0:00,34,25 911,0,0,0
22.04.2023 0:00,34,52 959,0,0,0
03.05.2023 0:00,34,61 256,0,0,0
10.06.2023 0:00,34,25 922,6,410,"68,3333333333333"
23.07.2023 0:00,34,53 486,2,"103,8","51,9"
30.09.2023 0:00,34,25 925,1,"35,8","35,8"
26.09.2023 0:00,34,69 088,0,0,0
22.09.2023 0:00,34,3 357,4,84,21
