Дата,ПодрКод,НомКод,Кіл_сть,СумаПродажу,ЦінаПродажу
18.04.2023 0:00,34,48 868,0,0,0
23.06.2023 0:00,34,52 959,0,0,0
13.04.2023 0:00,34,25 894,0,0,0
06.04.2023 0:00,34,107 160,2,"106,2","53,1"
30.08.2023 0:00,34,70 117,0,0,0
22.08.2023 0:00,34,25 926,0,0,0
12.07.2023 0:00,34,61 166,0,0,0
09.07.2023 0:00,34,25 801,5,98,"19,6"
04.09.2023 0:00,34,25 936,0,0,0
24.05.2023 0:00,34,37 270,0,0,0
24.07.2023 0:00,34,25 607,0,0,0
13.10.2023 0:00,34,61 243,2,"59,2","29,6"
22.06.2023 0:00,34,31 215,0,0,0
06.07.2023 0:00,34,25 914,0,0,0
23.06.2023 0:00,34,32 347,1,"41,5","41,5"
15.04.2023 0:00,34,25 912,0,0,0
04.04.2023 0:00,34,25 913,0,0,0
26.10.2023 0:00,34,48 862,2,"57,98","28,99"
28.05.2023 0:00,34,31 299,1,32,32
30.04.2023 0:00,34,53 487,4,"174,56","43,64"
19.04.2023 0:00,34,48 862,0,0,0
02.10.2023 0:00,34,25 879,0,0,0
21.06.2023 0:00,34,61 279,0,0,0
23.08.2023 0:00,34,25 606,0,0,0
22.08.2023 0:00,34,52 615,4,"133,84","33,46"
02.09.2023 0:00,34,25 764,0,0,0
02.10.2023 0:00,34,33 221,0,0,0
25.07.2023 0:00,34,25 931,4,"125,6","31,4"
20.09.2023 0:00,34,97 786,0,0,0
02.04.2023 0:00,34,25 922,0,0,0
12.08.2023 0:00,34,69 087,0,0,0
03.08.2023 0:00,34,61 161,1,78,78
29.05.2023 0:00,34,31 320,0,0,0
16.10.2023 0:00,34,25 851,0,0,0
01.05.2023 0:00,34,34 689,0,0,0
17.05.2023 0:00,34,25 592,0,0,0
27.04.2023 0:00,34,70 117,0,0,0
23.06.2023 0:00,34,52 991,2,"65,4","32,7"
27.06.2023 0:00,34,25 923,0,0,0
23.10.2023 0:00,34,25 923,5,"173,5","34,7"
28.09.2023 0:00,34,62 788,0,0,0
24.09.2023 0:00,34,31 745,1,"43,3","43,3"
25.06.2023 0:00,34,25 899,1,"29,5","29,5"
17.05.2023 0:00,34,53 486,6,"269,4","44,9"
19.07.2023 0:00,34,59 934,1,"55,5","55,5"
23.05.2023 0:00,34,97 795,3,"80,5","26,8333333333333"
25.09.2023 0:00,34,47 368,0,0,0
16.05.2023 0:00,34,97 135,0,0,0
04.05.2023 0:00,34,61 244,0,0,0
14.05.2023 0:00,34,67 520,0,0,0
14.07.2023 0:00,34,61 157,0,0,0
29.07.2023 0:00,34,25 922,0,0,0
10.09.2023 0:00,34,53 486,3,"155,7","51,9"
06.04.2023 0:00,34,25 602,1,"43,5","43,5"
06.08.2023 0:00,34,3 378,0,0,0
08.04.2023 0:00,34,25 877,0,0,0
02.10.2023 0:00,34,34 674,0,0,0
20.10.2023 0:00,34,25 922,0,0,0
26.06.2023 0:00,34,34 690,0,0,0
05.07.2023 0:00,34,32 347,0,0,0
27.06.2023 0:00,34,52 960,0,0,0
04.06.2023 0:00,34,97 785,1,78,78
16.10.2023 0:00,34,29 099,1,21,21
13.05.2023 0:00,34,61 277,0,0,0
28.10.2023 0:00,34,47 368,0,0,0
14.06.2023 0:00,34,2 861,0,0,0
04.07.2023 0:00,34,25 883,0,0,0
16.05.2023 0:00,34,25 901,7,175,25
30.09.2023 0:00,34,25 915,0,0,0
12.08.2023 0:00,34,97 785,0,0,0
19.05.2023 0:00,34,31 372,0,0,0
07.07.2023 0:00,34,44 423,0,0,0
04.08.2023 0:00,34,25 854,0,0,0
12.04.2023 0:00,34,25 883,0,0,0
14.08.2023 0:00,34,68 132,5,"127,5","25,5"
12.07.2023 0:00,34,68 131,0,0,0
29.05.2023 0:00,34,25 725,1,20,20
15.08.2023 0:00,34,26 083,0,0,0
28.05.2023 0:00,34,31 320,0,0,0
28.10.2023 0:00,34,25 883,1,"29,1","29,1"
07.10.2023 0:00,34,25 902,2,"98,4","49,2"
13.07.2023 0:00,34,53 605,0,0,0
27.06.2023 0:00,34,31 215,0,0,0
09.05.2023 0:00,34,31 300,0,0,0
25.09.2023 0:00,34,67 245,0,0,0
30.07.2023 0:00,34,25 878,2,"56,6","28,3"
05.05.2023 0:00,34,31 369,0,0,0
02.10.2023 0:00,34,48 862,0,0,0
05.07.2023 0:00,34,68 146,0,0,0
27.06.2023 0:00,34,59 931,0,0,0
12.06.2023 0:00,34,25 762,0,0,0
14.07.2023 0:00,34,61 243,0,0,0
26.09.2023 0:00,34,62 788,0,0,0
09.08.2023 0:00,34,31 368,2,"109,73","54,865"
26.08.2023 0:00,34,25 915,0,0,0
21.09.2023 0:00,34,25 602,3,"104,97","34,99"
22.08.2023 0:00,34,27 289,0,0,0
04.06.2023 0:00,34,31 299,0,0,0
09.04.2023 0:00,34,44 425,2,"58,98","29,49"
26.09.2023 0:00,34,25 725,0,0,0
15.05.2023 0:00,34,27 893,0,0,0
13.08.2023 0:00,34,25 925,0,0,0
03.04.2023 0:00,34,2 862,0,0,0
23.08.2023 0:00,34,52 615,2,69,"34,5"
03.08.2023 0:00,34,25 854,0,0,0
25.10.2023 0:00,34,52 960,0,0,0
10.05.2023 0:00,34,25 618,0,0,0
12.06.2023 0:00,34,51 672,0,0,0
20.06.2023 0:00,34,52 425,2,"60,4","30,2"
24.05.2023 0:00,34,25 899,1,"29,5","29,5"
22.08.2023 0:00,34,67 948,1,"54,6","54,6"
12.06.2023 0:00,34,3 357,1,21,21
03.10.2023 0:00,34,34 674,0,0,0
17.04.2023 0:00,34,61 258,4,"127,2","31,8"
23.08.2023 0:00,34,59 565,1,"61,8","61,8"
29.07.2023 0:00,34,66 473,0,0,0
09.07.2023 0:00,34,68 132,6,"147,6","24,6"
19.08.2023 0:00,34,3 357,2,42,21
15.04.2023 0:00,34,25 880,0,0,0
20.04.2023 0:00,34,31 301,0,0,0
26.04.2023 0:00,34,52 641,0,0,0
07.05.2023 0:00,34,25 764,0,0,0
01.08.2023 0:00,34,68 132,5,"127,5","25,5"
17.05.2023 0:00,34,25 618,0,0,0
06.06.2023 0:00,34,69 089,0,0,0
07.10.2023 0:00,34,52 615,1,"34,5","34,5"
23.05.2023 0:00,34,31 300,0,0,0
11.06.2023 0:00,34,97 755,0,0,0
02.04.2023 0:00,34,66 473,0,0,0
03.09.2023 0:00,34,48 868,0,0,0
08.10.2023 0:00,34,61 615,1,"31,9","31,9"
16.06.2023 0:00,34,31 372,0,0,0
29.06.2023 0:00,34,29 594,2,"54,4","27,2"
19.07.2023 0:00,34,67 524,2,91,"45,5"
05.10.2023 0:00,34,25 851,1,27,27
10.05.2023 0:00,34,25 951,0,0,0
20.05.2023 0:00,34,61 116,0,0,0
05.08.2023 0:00,34,31 299,0,0,0
19.07.2023 0:00,34,25 607,0,0,0
02.06.2023 0:00,34,44 425,0,0,0
21.09.2023 0:00,34,25 619,0,0,0
27.05.2023 0:00,34,25 910,0,0,0
08.05.2023 0:00,34,25 951,0,0,0
31.05.2023 0:00,34,25 906,2,"70,6","35,3"
13.06.2023 0:00,34,25 620,0,0,0
20.07.2023 0:00,34,25 911,0,0,0
17.06.2023 0:00,34,25 933,0,0,0
08.05.2023 0:00,34,25 877,0,0,0
01.05.2023 0:00,34,67 520,1,"26,99","26,99"
08.04.2023 0:00,34,69 089,0,0,0
27.06.2023 0:00,34,29 099,3,63,21
14.08.2023 0:00,34,61 250,4,"104,8","26,2"
16.09.2023 0:00,34,98 529,0,0,0
11.04.2023 0:00,34,67 948,6,318,53
17.05.2023 0:00,34,48 845,0,0,0
29.06.2023 0:00,34,67 948,1,"45,99","45,99"
24.08.2023 0:00,34,31 320,0,0,0
17.06.2023 0:00,34,25 901,0,0,0
20.08.2023 0:00,34,25 883,0,0,0
11.07.2023 0:00,34,101 209,0,0,0
14.07.2023 0:00,34,68 132,6,153,"25,5"
16.10.2023 0:00,34,61 278,0,0,0
29.04.2023 0:00,34,48 845,3,"77,4","25,8"
30.07.2023 0:00,34,44 424,0,0,0
13.08.2023 0:00,34,25 913,0,0,0
25.06.2023 0:00,34,25 926,2,"114,1","57,05"
25.08.2023 0:00,34,97 134,0,0,0
05.09.2023 0:00,34,67 360,0,0,0
16.07.2023 0:00,34,48 862,0,0,0
11.08.2023 0:00,34,70 117,0,0,0
11.10.2023 0:00,34,25 913,0,0,0
17.06.2023 0:00,34,61 277,0,0,0
27.05.2023 0:00,34,48 861,0,0,0
20.07.2023 0:00,34,52 990,2,"65,4","32,7"
01.07.2023 0:00,34,25 933,2,63,"31,5"
07.06.2023 0:00,34,61 116,0,0,0
15.09.2023 0:00,34,25 911,0,0,0
15.05.2023 0:00,34,31 321,1,"29,9","29,9"
11.07.2023 0:00,34,31 321,4,"119,6","29,9"
10.09.2023 0:00,34,25 591,0,0,0
26.07.2023 0:00,34,25 762,1,"80,9","80,9"
09.05.2023 0:00,34,25 801,0,0,0
22.10.2023 0:00,34,97 795,4,144,36
13.08.2023 0:00,34,2 593,3,"157,2","52,4"
19.09.2023 0:00,34,52 615,1,"34,5","34,5"
15.05.2023 0:00,34,25 880,0,0,0
13.08.2023 0:00,34,25 930,4,"251,6","62,9"
14.06.2023 0:00,34,68 146,0,0,0
11.05.2023 0:00,34,66 473,0,0,0
20.08.2023 0:00,34,48 868,1,"52,3","52,3"
06.04.2023 0:00,34,69 088,1,48,48
19.09.2023 0:00,34,31 745,2,"86,6","43,3"
11.10.2023 0:00,34,32 354,0,0,0
29.06.2023 0:00,34,27 289,0,0,0
07.09.2023 0:00,34,25 883,2,"58,2","29,1"
04.07.2023 0:00,34,31 372,0,0,0
23.09.2023 0:00,34,29 813,0,0,0
14.08.2023 0:00,34,25 902,1,"49,8","49,8"
02.07.2023 0:00,34,66 473,0,0,0
10.07.2023 0:00,34,69 089,1,80,80
03.07.2023 0:00,34,52 641,3,162,54
04.07.2023 0:00,34,61 250,3,"78,6","26,2"
17.04.2023 0:00,34,25 914,0,0,0
20.09.2023 0:00,34,61 279,0,0,0
09.06.2023 0:00,34,2 861,0,0,0
28.09.2023 0:00,34,59 931,0,0,0
30.06.2023 0:00,34,2 862,0,0,0
06.07.2023 0:00,34,33 221,1,"27,5","27,5"
13.07.2023 0:00,34,101 209,2,134,67
28.07.2023 0:00,34,52 425,1,"30,2","30,2"
27.06.2023 0:00,34,67 520,0,0,0
27.04.2023 0:00,34,61 116,0,0,0
08.05.2023 0:00,34,61 166,0,0,0
08.07.2023 0:00,34,69 088,0,0,0
21.04.2023 0:00,34,52 959,0,0,0
23.07.2023 0:00,34,61 615,1,"31,9","31,9"
13.05.2023 0:00,34,96 841,1,"31,7","31,7"
19.07.2023 0:00,34,52 959,0,0,0
19.04.2023 0:00,34,31 743,0,0,0
27.07.2023 0:00,34,34 674,0,0,0
03.08.2023 0:00,34,59 565,1,"61,8","61,8"
06.04.2023 0:00,34,67 811,0,0,0
15.06.2023 0:00,34,25 882,0,0,0
06.05.2023 0:00,34,51 672,1,"54,8","54,8"
15.07.2023 0:00,34,2 171,0,0,0
30.08.2023 0:00,34,3 357,1,21,21
15.10.2023 0:00,34,50 588,1,"31,4","31,4"
30.07.2023 0:00,34,44 425,0,0,0
22.10.2023 0:00,34,25 910,0,0,0
01.05.2023 0:00,34,67 233,0,0,0
02.05.2023 0:00,34,25 933,1,"28,6","28,6"
28.06.2023 0:00,34,61 258,0,0,0
08.08.2023 0:00,34,31 743,0,0,0
18.09.2023 0:00,34,25 913,1,"29,9","29,9"
31.05.2023 0:00,34,68 959,1,"35,3","35,3"
13.06.2023 0:00,34,33 221,0,0,0
25.06.2023 0:00,34,25 590,0,0,0
03.05.2023 0:00,34,25 760,0,0,0
25.05.2023 0:00,34,31 299,1,32,32
14.08.2023 0:00,34,25 606,2,68,34
05.09.2023 0:00,34,25 741,2,"100,6","50,3"
18.07.2023 0:00,34,61 255,3,"173,7","57,9"
30.06.2023 0:00,34,101 209,5,325,65
29.08.2023 0:00,34,70 117,0,0,0
13.10.2023 0:00,34,27 285,0,0,0
11.07.2023 0:00,34,33 222,2,"97,8","48,9"
23.06.2023 0:00,34,67 521,0,0,0
23.07.2023 0:00,34,61 243,0,0,0
02.06.2023 0:00,34,2 266,3,"194,4","64,8"
24.09.2023 0:00,34,25 617,0,0,0
15.06.2023 0:00,34,25 928,1,"26,2","26,2"
04.09.2023 0:00,34,62 806,0,0,0
19.07.2023 0:00,34,44 424,0,0,0
24.05.2023 0:00,34,68 046,2,"202,8","101,4"
23.06.2023 0:00,34,48 868,1,"43,99","43,99"
15.10.2023 0:00,34,69 089,0,0,0
27.07.2023 0:00,34,69 088,1,48,48
04.09.2023 0:00,34,33 221,2,55,"27,5"
01.09.2023 0:00,34,48 861,0,0,0
27.08.2023 0:00,34,25 902,3,"149,4","49,8"
14.07.2023 0:00,34,25 931,3,"94,2","31,4"
25.05.2023 0:00,34,52 640,0,0,0
17.09.2023 0:00,34,61 618,2,"59,8","29,9"
24.10.2023 0:00,34,62 806,1,"41,3","41,3"
27.07.2023 0:00,34,3 378,0,0,0
18.04.2023 0:00,34,61 161,0,0,0
18.04.2023 0:00,34,25 606,0,0,0
25.07.2023 0:00,34,2 593,6,315,"52,5"
04.05.2023 0:00,34,25 896,0,0,0
25.07.2023 0:00,34,25 930,4,"251,6","62,9"
23.05.2023 0:00,34,67 521,0,0,0
16.06.2023 0:00,34,52 991,0,0,0
04.08.2023 0:00,34,52 992,1,"32,7","32,7"
26.05.2023 0:00,34,34 689,0,0,0
29.06.2023 0:00,34,47 369,0,0,0
26.04.2023 0:00,34,52 992,1,"32,7","32,7"
16.10.2023 0:00,34,25 764,0,0,0
17.05.2023 0:00,34,107 752,0,0,0
30.09.2023 0:00,34,107 752,0,0,0
21.07.2023 0:00,34,53 605,0,0,0
28.06.2023 0:00,34,34 688,0,0,0
14.06.2023 0:00,34,52 991,0,0,0
18.09.2023 0:00,34,52 615,2,69,"34,5"
23.07.2023 0:00,34,61 250,10,262,"26,2"
10.05.2023 0:00,34,95 548,0,0,0
06.05.2023 0:00,34,61 161,1,78,78
08.07.2023 0:00,34,17 353,0,0,0
03.04.2023 0:00,34,25 913,0,0,0
20.05.2023 0:00,34,25 589,0,0,0
14.07.2023 0:00,34,52 855,0,0,0
12.08.2023 0:00,34,2 593,2,105,"52,5"
20.09.2023 0:00,34,37 270,9,"206,1","22,9"
12.08.2023 0:00,34,25 930,10,629,"62,9"
10.10.2023 0:00,34,61 279,0,0,0
02.06.2023 0:00,34,25 764,1,65,65
28.06.2023 0:00,34,25 897,0,0,0
13.08.2023 0:00,34,48 868,0,0,0
02.05.2023 0:00,34,67 948,0,0,0
23.07.2023 0:00,34,25 912,0,0,0
05.05.2023 0:00,34,97 755,0,0,0
07.09.2023 0:00,34,61 126,13,"807,3","62,1"
15.09.2023 0:00,34,29 594,5,136,"27,2"
04.04.2023 0:00,34,25 936,0,0,0
05.09.2023 0:00,34,61 258,0,0,0
17.10.2023 0:00,34,52 959,0,0,0
03.09.2023 0:00,34,37 376,1,"29,9","29,9"
29.09.2023 0:00,34,97 786,1,"154,3","154,3"
10.09.2023 0:00,34,67 233,0,0,0
27.04.2023 0:00,34,97 134,0,0,0
10.07.2023 0:00,34,37 383,0,0,0
10.05.2023 0:00,34,31 368,0,0,0
11.06.2023 0:00,34,25 592,0,0,0
04.08.2023 0:00,34,97 134,0,0,0
17.04.2023 0:00,34,67 521,0,0,0
03.04.2023 0:00,34,25 883,0,0,0
28.05.2023 0:00,34,31 373,0,0,0
29.06.2023 0:00,34,97 135,0,0,0
25.04.2023 0:00,34,68 132,5,123,"24,6"
29.10.2023 0:00,34,25 878,1,"28,3","28,3"
14.09.2023 0:00,34,31 320,2,"55,18","27,59"
27.07.2023 0:00,34,32 347,0,0,0
25.08.2023 0:00,34,25 924,3,"179,1","59,7"
02.04.2023 0:00,34,70 117,2,50,25
13.05.2023 0:00,34,32 351,0,0,0
07.08.2023 0:00,34,25 922,0,0,0
01.10.2023 0:00,34,25 725,0,0,0
26.05.2023 0:00,34,31 743,0,0,0
19.09.2023 0:00,34,61 162,0,0,0
05.10.2023 0:00,34,53 487,6,"330,6","55,1"
10.06.2023 0:00,34,2 296,0,0,0
19.09.2023 0:00,34,25 912,1,"29,9","29,9"
02.10.2023 0:00,34,61 255,1,"68,1","68,1"
22.06.2023 0:00,34,29 099,1,21,21
23.10.2023 0:00,34,50 588,1,"31,4","31,4"
07.08.2023 0:00,34,25 725,1,"24,8","24,8"
07.07.2023 0:00,34,25 605,1,34,34
23.08.2023 0:00,34,48 861,0,0,0
28.08.2023 0:00,34,61 126,0,0,0
11.06.2023 0:00,34,2 862,0,0,0
10.08.2023 0:00,34,31 299,0,0,0
19.10.2023 0:00,34,25 878,3,"84,9","28,3"
29.09.2023 0:00,34,25 882,1,"29,1","29,1"
19.06.2023 0:00,34,33 224,1,"29,9","29,9"
05.08.2023 0:00,34,25 589,2,119,"59,5"
26.04.2023 0:00,34,31 320,1,"24,99","24,99"
14.04.2023 0:00,34,107 160,0,0,0
29.06.2023 0:00,34,97 786,0,0,0
07.08.2023 0:00,34,67 245,0,0,0
04.10.2023 0:00,34,27 285,0,0,0
10.06.2023 0:00,34,25 902,1,"49,8","49,8"
26.09.2023 0:00,34,33 222,1,"56,3","56,3"
20.10.2023 0:00,34,25 925,0,0,0
27.04.2023 0:00,34,61 166,0,0,0
27.10.2023 0:00,34,67 948,0,0,0
14.09.2023 0:00,34,69 087,1,"32,2","32,2"
05.08.2023 0:00,34,25 725,0,0,0
01.06.2023 0:00,34,37 270,0,0,0
14.05.2023 0:00,34,27 893,0,0,0
22.04.2023 0:00,34,31 301,0,0,0
31.05.2023 0:00,34,31 745,2,"82,4","41,2"
01.10.2023 0:00,34,97 134,0,0,0
20.09.2023 0:00,34,61 157,0,0,0
29.06.2023 0:00,34,31 371,0,0,0
09.06.2023 0:00,34,25 902,7,"331,8","47,4"
05.08.2023 0:00,34,67 245,4,268,67
30.09.2023 0:00,34,25 882,2,"58,2","29,1"
15.06.2023 0:00,34,48 861,0,0,0
18.09.2023 0:00,34,44 422,1,"32,7","32,7"
21.08.2023 0:00,34,67 948,2,"109,2","54,6"
15.08.2023 0:00,34,97 795,3,108,36
15.09.2023 0:00,34,25 617,0,0,0
30.04.2023 0:00,34,98 466,7,"130,2","18,6"
30.06.2023 0:00,34,97 755,0,0,0
14.09.2023 0:00,34,61 258,0,0,0
24.04.2023 0:00,34,25 933,0,0,0
08.08.2023 0:00,34,53 486,3,"155,7","51,9"
27.08.2023 0:00,34,95 548,0,0,0
05.10.2023 0:00,34,25 764,1,"56,9","56,9"
10.04.2023 0:00,34,48 868,0,0,0
30.05.2023 0:00,34,25 767,7,"361,2","51,6"
18.07.2023 0:00,34,25 801,9,"176,4","19,6"
16.06.2023 0:00,34,61 278,0,0,0
01.08.2023 0:00,34,61 250,4,"104,8","26,2"
11.08.2023 0:00,34,2 501,0,0,0
06.06.2023 0:00,34,61 126,2,"89,98","44,99"
13.04.2023 0:00,34,25 913,3,"86,97","28,99"
11.05.2023 0:00,34,67 524,1,"45,5","45,5"
28.10.2023 0:00,34,29 594,3,"81,6","27,2"
21.06.2023 0:00,34,25 913,1,"35,3","35,3"
07.07.2023 0:00,34,25 901,0,0,0
25.05.2023 0:00,34,25 923,0,0,0
27.08.2023 0:00,34,61 256,3,"166,8","55,6"
04.08.2023 0:00,34,25 589,0,0,0
28.05.2023 0:00,34,98 529,0,0,0
01.06.2023 0:00,34,68 046,0,0,0
14.10.2023 0:00,34,25 910,0,0,0
04.09.2023 0:00,34,25 902,3,"128,1","42,7"
17.08.2023 0:00,34,2 266,1,55,55
02.08.2023 0:00,34,25 607,1,"32,7","32,7"
15.04.2023 0:00,34,101 209,3,"185,59","61,8633333333333"
01.04.2023 0:00,34,61 126,6,"318,75","53,125"
12.07.2023 0:00,34,31 301,0,0,0
09.08.2023 0:00,34,25 910,0,0,0
23.05.2023 0:00,34,2 266,7,"377,3","53,9"
30.09.2023 0:00,34,25 931,0,0,0
24.10.2023 0:00,34,31 320,0,0,0
16.08.2023 0:00,34,25 924,2,"119,4","59,7"
13.09.2023 0:00,34,29 099,4,84,21
19.10.2023 0:00,34,25 925,0,0,0
28.05.2023 0:00,34,25 854,0,0,0
06.10.2023 0:00,34,25 933,0,0,0
31.05.2023 0:00,34,3 378,0,0,0
03.07.2023 0:00,34,37 270,1,"26,2","26,2"
20.08.2023 0:00,34,31 321,0,0,0
07.06.2023 0:00,34,97 785,0,0,0
20.07.2023 0:00,34,67 948,1,"54,6","54,6"
08.05.2023 0:00,34,25 902,0,0,0
19.06.2023 0:00,34,31 368,0,0,0
24.05.2023 0:00,34,31 301,1,32,32
07.07.2023 0:00,34,37 376,2,"59,8","29,9"
24.08.2023 0:00,34,47 368,0,0,0
11.10.2023 0:00,34,25 687,0,0,0
29.05.2023 0:00,34,61 166,0,0,0
15.10.2023 0:00,34,25 936,1,"34,9","34,9"
24.10.2023 0:00,34,25 607,1,"32,7","32,7"
13.08.2023 0:00,34,25 878,5,"141,5","28,3"
28.08.2023 0:00,34,25 915,0,0,0
13.06.2023 0:00,34,31 215,0,0,0
19.04.2023 0:00,34,32 348,0,0,0
02.07.2023 0:00,34,2 171,0,0,0
10.04.2023 0:00,34,67 233,0,0,0
05.07.2023 0:00,34,25 607,2,"65,4","32,7"
18.09.2023 0:00,34,67 524,0,0,0
10.08.2023 0:00,34,25 801,3,"72,3","24,1"
13.05.2023 0:00,34,25 902,0,0,0
19.06.2023 0:00,34,61 279,2,"54,2","27,1"
21.05.2023 0:00,34,31 215,0,0,0
17.05.2023 0:00,34,25 926,0,0,0
16.10.2023 0:00,34,69 000,0,0,0
07.08.2023 0:00,34,52 640,0,0,0
26.05.2023 0:00,34,61 255,0,0,0
01.09.2023 0:00,34,2 501,0,0,0
07.08.2023 0:00,34,61 256,1,"55,6","55,6"
14.06.2023 0:00,34,25 910,0,0,0
27.04.2023 0:00,34,25 936,1,"31,8","31,8"
22.04.2023 0:00,34,3 357,0,0,0
13.04.2023 0:00,34,2 861,5,150,30
06.08.2023 0:00,34,61 162,0,0,0
09.05.2023 0:00,34,32 282,0,0,0
17.08.2023 0:00,34,25 915,0,0,0
25.09.2023 0:00,34,69 089,0,0,0
24.04.2023 0:00,34,25 913,1,"28,99","28,99"
31.07.2023 0:00,34,27 289,1,"81,6","81,6"
17.06.2023 0:00,34,44 424,0,0,0
09.04.2023 0:00,34,53 487,3,"150,6","50,2"
21.10.2023 0:00,34,25 602,0,0,0
13.07.2023 0:00,34,27 289,0,0,0
24.05.2023 0:00,34,97 755,4,"140,4","35,1"
12.06.2023 0:00,34,25 589,1,"44,99","44,99"
20.06.2023 0:00,34,67 245,2,113,"56,5"
07.09.2023 0:00,34,31 368,0,0,0
13.07.2023 0:00,34,97 785,0,0,0
08.04.2023 0:00,34,67 245,2,130,65
06.08.2023 0:00,34,31 215,0,0,0
06.07.2023 0:00,34,32 347,0,0,0
23.09.2023 0:00,34,52 960,12,"299,88","24,99"
07.05.2023 0:00,34,32 348,5,"86,25","17,25"
25.09.2023 0:00,34,61 179,0,0,0
17.07.2023 0:00,34,48 860,0,0,0
29.04.2023 0:00,34,25 635,0,0,0
29.06.2023 0:00,34,61 278,1,"71,4","71,4"
24.07.2023 0:00,34,44 422,0,0,0
16.06.2023 0:00,34,26 083,2,"79,8","39,9"
05.09.2023 0:00,34,69 088,0,0,0
05.08.2023 0:00,34,33 221,1,"27,5","27,5"
14.10.2023 0:00,34,25 620,2,"59,2","29,6"
26.06.2023 0:00,34,52 425,2,"60,4","30,2"
23.10.2023 0:00,34,29 099,0,0,0
30.05.2023 0:00,34,25 933,2,"57,2","28,6"
15.05.2023 0:00,34,101 209,7,"419,35","59,9071428571428"
28.05.2023 0:00,34,25 914,0,0,0
30.08.2023 0:00,34,66 473,0,0,0
11.04.2023 0:00,34,2 860,0,0,0
28.04.2023 0:00,34,52 960,0,0,0
24.07.2023 0:00,34,70 117,2,"47,8","23,9"
14.06.2023 0:00,34,61 243,0,0,0
18.07.2023 0:00,34,31 299,0,0,0
02.04.2023 0:00,34,25 880,0,0,0
07.06.2023 0:00,34,33 222,1,"48,9","48,9"
12.07.2023 0:00,34,61 117,0,0,0
05.04.2023 0:00,34,27 893,0,0,0
02.06.2023 0:00,34,25 879,0,0,0
15.09.2023 0:00,34,25 910,0,0,0
08.08.2023 0:00,34,61 162,0,0,0
12.10.2023 0:00,34,25 926,1,"60,8","60,8"
10.05.2023 0:00,34,97 755,0,0,0
26.04.2023 0:00,34,25 642,2,"82,8","41,4"
08.04.2023 0:00,34,50 588,0,0,0
28.04.2023 0:00,34,25 923,1,"33,7","33,7"
14.10.2023 0:00,34,25 590,0,0,0
19.09.2023 0:00,34,2 501,0,0,0
20.04.2023 0:00,34,68 131,0,0,0
01.05.2023 0:00,34,2 265,0,0,0
13.05.2023 0:00,34,32 615,1,"71,5","71,5"
16.06.2023 0:00,34,34 689,0,0,0
23.09.2023 0:00,34,25 923,1,"34,7","34,7"
06.06.2023 0:00,34,98 466,5,"92,4","18,48"
21.06.2023 0:00,34,25 725,0,0,0
01.04.2023 0:00,34,67 524,0,0,0
07.06.2023 0:00,34,25 851,0,0,0
20.08.2023 0:00,34,31 215,0,0,0
08.09.2023 0:00,34,61 618,0,0,0
23.10.2023 0:00,34,32 356,0,0,0
24.09.2023 0:00,34,25 591,0,0,0
22.07.2023 0:00,34,25 741,4,"201,2","50,3"
24.08.2023 0:00,34,25 801,2,"48,2","24,1"
08.04.2023 0:00,34,31 370,0,0,0
08.06.2023 0:00,34,107 753,1,"61,8","61,8"
15.07.2023 0:00,34,25 620,0,0,0
08.07.2023 0:00,34,68 131,0,0,0
14.04.2023 0:00,34,25 854,2,"82,4","41,2"
27.06.2023 0:00,34,25 591,0,0,0
17.06.2023 0:00,34,25 607,2,"65,4","32,7"
27.07.2023 0:00,34,68 146,1,"85,9","85,9"
10.07.2023 0:00,34,52 425,2,"60,4","30,2"
18.04.2023 0:00,34,25 910,0,0,0
26.07.2023 0:00,34,44 422,3,"92,9","30,9666666666666"
09.09.2023 0:00,34,31 300,0,0,0
13.08.2023 0:00,34,25 901,2,"58,6","29,3"
15.07.2023 0:00,34,25 687,1,"30,2","30,2"
20.09.2023 0:00,34,64 116,2,"69,98","34,99"
17.07.2023 0:00,34,68 131,0,0,0
15.06.2023 0:00,34,107 160,0,0,0
11.05.2023 0:00,34,52 425,0,0,0
14.05.2023 0:00,34,61 126,16,"735,84","45,99"
05.07.2023 0:00,34,25 878,1,"27,2","27,2"
08.05.2023 0:00,34,25 936,0,0,0
22.08.2023 0:00,34,68 132,4,102,"25,5"
10.09.2023 0:00,34,61 243,0,0,0
05.07.2023 0:00,34,25 923,0,0,0
07.04.2023 0:00,34,47 369,0,0,0
17.10.2023 0:00,34,25 591,0,0,0
13.05.2023 0:00,34,25 617,0,0,0
26.09.2023 0:00,34,25 878,3,"62,97","20,99"
02.07.2023 0:00,34,31 369,3,"168,6","56,2"
17.09.2023 0:00,34,48 860,0,0,0
30.06.2023 0:00,34,25 851,0,0,0
15.10.2023 0:00,34,107 753,0,0,0
03.06.2023 0:00,34,98 318,0,0,0
19.05.2023 0:00,34,25 764,0,0,0
19.06.2023 0:00,34,31 370,0,0,0
14.08.2023 0:00,34,59 565,2,"123,6","61,8"
26.05.2023 0:00,34,68 146,0,0,0
15.09.2023 0:00,34,61 161,0,0,0
23.04.2023 0:00,34,69 087,0,0,0
09.08.2023 0:00,34,31 301,0,0,0
25.07.2023 0:00,34,25 923,1,"34,7","34,7"
29.05.2023 0:00,34,52 640,3,"78,77","26,2566666666666"
12.09.2023 0:00,34,25 642,3,"128,1","42,7"
