InvoiceDate,StockCode,Quantity,UnitPrice,Week,Weekday,Day,TotalPrice,Номенклатура,Ost,QuantityChecks,Action
2023-10-16,25913,,,43,,16,,29.90,8.00,,1
2023-10-16,25923,,,43,,16,,34.70,3.00,,
2023-10-16,25930,14.00,880.60,43,,16,62.90,62.90,32.00,,1
2023-10-16,25933,,,43,,16,,31.50,9.00,,
2023-10-16,25936,,,43,,16,,34.90,10.00,,
2023-10-16,3378,,,43,,16,,28.40,10.00,,
2023-10-16,61243,,,43,,16,,29.60,2.00,,
2023-10-16,61250,1.00,22.90,43,,16,22.90,22.90,42.00,,1
2023-10-16,32347,,,43,,16,,51.00,11.00,,
2023-10-16,29099,1.00,21.00,43,,16,21.00,21.00,28.00,,
2023-10-16,31745,,,43,,16,,43.30,7.00,,
2023-10-16,31321,,,43,,16,,31.40,14.00,,
2023-10-16,31301,1.00,28.99,43,,16,28.99,28.99,30.00,,1
2023-10-16,70117,,,43,,16,,27.50,8.00,,
2023-10-16,69087,,,43,,16,,32.20,19.00,,
2023-10-16,97135,,,43,,16,,37.60,10.00,,
2023-10-16,62788,,,43,,16,,31.40,10.00,,
2023-10-16,61279,,,43,,16,,27.10,6.00,,
2023-10-16,61277,,,43,,16,,48.90,7.00,,
2023-10-16,44422,,,43,,16,,32.70,12.00,,
2023-10-16,44424,2.00,83.98,43,,16,41.99,41.99,6.00,,1
2023-10-16,48861,1.00,35.20,43,,16,35.20,35.20,20.00,,
2023-10-16,48868,,,43,,16,,52.30,13.00,,
2023-10-16,52960,,,43,,16,,30.30,17.00,,
2023-10-16,37376,1.00,34.00,43,,16,34.00,34.00,15.00,,
2023-10-16,53605,,,43,,16,,43.30,14.00,,
2023-10-16,27286,,,43,,16,,96.30,4.00,,
2023-10-16,27289,1.00,81.60,43,,16,81.60,81.60,5.00,,
2023-10-16,31299,6.00,173.94,43,,16,28.99,28.99,22.00,,1
2023-10-17,69087,,,43,1,17,,32.20,19.00,,
2023-10-17,70117,,,43,1,17,,27.50,8.00,,
2023-10-17,29099,4.00,84.00,43,1,17,21.00,21.00,24.00,,
2023-10-17,48861,,,43,1,17,,35.20,20.00,,
2023-10-17,48868,,,43,1,17,,52.30,13.00,,
2023-10-17,52960,,,43,1,17,,30.30,17.00,,
2023-10-17,37376,1.00,34.00,43,1,17,34.00,34.00,14.00,,
2023-10-17,62788,,,43,1,17,,31.40,10.00,,
2023-10-17,97135,,,43,1,17,,37.60,10.00,,
2023-10-17,53605,,,43,1,17,,43.30,14.00,,
2023-10-17,44424,,,43,1,17,,41.99,12.00,,1
2023-10-17,44422,,,43,1,17,,32.70,24.00,,
2023-10-17,32347,,,43,1,17,,51.00,11.00,,
2023-10-17,31745,1.00,43.30,43,1,17,43.30,43.30,6.00,,
2023-10-17,31321,,,43,1,17,,31.40,14.00,,
2023-10-17,31301,4.00,82.81,43,1,17,20.70,28.99,26.00,,1
2023-10-17,31299,4.00,82.82,43,1,17,20.71,28.99,18.00,,1
2023-10-17,27289,,,43,1,17,,81.60,5.00,,
2023-10-17,27286,,,43,1,17,,96.30,4.00,,
2023-10-17,61279,,,43,1,17,,27.10,6.00,,
2023-10-17,61277,,,43,1,17,,48.90,7.00,,
2023-10-17,3378,,,43,1,17,,28.40,10.00,,
2023-10-17,61243,,,43,1,17,,29.60,10.00,,
2023-10-17,61250,11.00,251.90,43,1,17,22.90,22.90,43.00,,1
2023-10-17,67948,2.00,109.20,43,1,17,54.60,54.60,10.00,,
2023-10-17,25619,,,43,1,17,,27.00,5.00,,
2023-10-17,25764,1.00,56.90,43,1,17,56.90,56.90,9.00,,1
2023-10-17,25767,6.00,319.20,43,1,17,53.20,53.20,40.00,,
2023-10-17,25877,,,43,1,17,,29.70,9.00,,
2023-10-17,25878,1.00,28.30,43,1,17,28.30,28.30,50.00,,
2023-10-17,25902,1.00,49.80,43,1,17,49.80,49.80,1.00,,
2023-10-17,25913,,,43,1,17,,29.90,8.00,,1
2023-10-17,25923,,,43,1,17,,34.70,13.00,,
2023-10-17,25930,3.00,188.70,43,1,17,62.90,62.90,41.00,,1
2023-10-17,25933,,,43,1,17,,31.50,9.00,,
2023-10-17,25936,,,43,1,17,,34.90,10.00,,
2023-10-17,2266,,,43,1,17,,64.80,6.00,,
2023-10-17,29594,2.00,54.40,43,1,17,27.20,27.20,28.00,,
2023-10-17,29813,,,43,1,17,,44.30,6.00,,
2023-10-17,33222,4.00,225.20,43,1,17,56.30,56.30,15.00,,
2023-10-17,33224,1.00,14.90,43,1,17,14.90,34.90,5.00,,
2023-10-17,48845,,,43,1,17,,25.80,7.00,,
2023-10-17,52615,4.00,138.00,43,1,17,34.50,34.50,26.00,,1
2023-10-17,37270,7.00,183.40,43,1,17,26.20,26.20,57.00,,
2023-10-17,61615,,,43,1,17,,31.90,16.00,,
2023-10-17,61618,3.00,68.97,43,1,17,22.99,22.99,17.00,,1
2023-10-17,25591,,,43,1,17,,59.50,18.00,,
2023-10-17,32354,,,43,1,17,,37.60,11.00,,
2023-10-17,97795,,,43,1,17,,36.00,13.00,,
2023-10-17,98529,,,43,1,17,,0.10,11.00,,
2023-10-17,95548,1.00,53.80,43,1,17,53.80,53.80,6.00,,
2023-10-17,67245,,,43,1,17,,67.00,8.00,,
2023-10-17,67524,2.00,67.59,43,1,17,33.80,34.99,6.00,,1
2023-10-17,25607,3.00,98.10,43,1,17,32.70,32.70,5.00,,
2023-10-17,25725,,,43,1,17,,24.80,15.00,,
2023-10-17,25801,,,43,1,17,,24.10,18.00,,
2023-10-17,25882,,,43,1,17,,29.10,11.00,,
2023-10-17,25883,,,43,1,17,,29.10,10.00,,
2023-10-17,25924,4.00,200.09,43,1,17,50.02,50.90,23.00,,1
2023-10-17,25925,,,43,1,17,,35.80,3.00,,
2023-10-17,48860,,,43,1,17,,25.50,4.00,,
2023-10-17,48862,,,43,1,17,,28.99,8.00,,1
2023-10-17,50588,,,43,1,17,,31.40,4.00,,
2023-10-17,52959,,,43,1,17,,32.70,5.00,,
2023-10-17,69088,1.00,48.90,43,1,17,48.90,48.90,4.00,,
2023-10-17,33221,,,43,1,17,,27.50,9.00,,
2023-10-17,34674,,,43,1,17,,60.80,1.00,,
2023-10-17,32356,,,43,1,17,,53.50,40.00,,
2023-10-17,31215,,,43,1,17,,28.30,10.00,,
2023-10-17,27285,,,43,1,17,,92.30,4.00,,
2023-10-17,98318,,,43,1,17,,36.00,10.00,,
2023-10-17,97134,,,43,1,17,,37.60,11.00,,
2023-10-17,2171,,,43,1,17,,77.80,6.00,,
2023-10-17,3357,,,43,1,17,,21.00,31.00,,
2023-10-17,61117,,,43,1,17,,34.00,8.00,,
2023-10-17,61162,,,43,1,17,,154.30,3.00,,
2023-10-17,61179,,,43,1,17,,77.80,3.00,,
2023-10-17,2593,1.00,52.50,43,1,17,52.50,52.50,11.00,,
2023-10-17,25590,,,43,1,17,,59.50,9.00,,
2023-10-17,44425,,,43,1,17,,32.70,8.00,,
2023-10-17,44423,1.00,31.10,43,1,17,31.10,31.10,1.00,,
2023-10-17,61278,,,43,1,17,,71.40,3.00,,
2023-10-17,67945,,,43,1,17,,79.80,9.00,,
2023-10-17,68132,4.00,102.00,43,1,17,25.50,25.50,18.00,,
2023-10-17,25606,,,43,1,17,,34.00,23.00,,
2023-10-17,25617,,,43,1,17,,70.70,7.00,,
2023-10-17,25620,,,43,1,17,,29.60,6.00,,
2023-10-17,25687,1.00,30.20,43,1,17,30.20,30.20,22.00,,
2023-10-17,25741,4.00,173.20,43,1,17,43.30,43.30,37.00,,1
2023-10-17,25851,,,43,1,17,,27.00,12.00,,
2023-10-17,25879,,,43,1,17,,28.30,19.00,,
2023-10-17,25899,,,43,1,17,,29.50,1.00,,
2023-10-17,25915,,,43,1,17,,35.30,9.00,,
2023-10-17,25922,,,43,1,17,,81.20,10.00,,
2023-10-17,25928,1.00,26.20,43,1,17,26.20,26.20,10.00,,
2023-10-17,25931,2.00,62.80,43,1,17,31.40,31.40,21.00,,
2023-10-17,47368,1.00,27.40,43,1,17,27.40,27.40,6.00,,
2023-10-17,47369,,,43,1,17,,40.00,4.00,,
2023-10-17,47372,,,43,1,17,,69.70,9.00,,
2023-10-17,107752,,,43,1,17,,29.50,18.00,,1
2023-10-17,52425,3.00,90.60,43,1,17,30.20,30.20,17.00,,
2023-10-17,59931,2.00,115.40,43,1,17,57.70,57.70,3.00,,
2023-10-17,62806,1.00,41.30,43,1,17,41.30,41.30,3.00,,1
2023-10-17,69000,,,43,1,17,,50.99,33.00,,1
2023-10-17,25589,,,43,1,17,,59.50,7.00,,
2023-10-17,53511,,,43,1,17,,32.70,26.00,,
2023-10-17,69089,,,43,1,17,,80.00,4.00,,
2023-10-17,31320,,,43,1,17,,26.30,30.00,,1
2023-10-17,101209,1.00,67.00,43,1,17,67.00,67.00,33.00,,
2023-10-17,66473,3.00,110.97,43,1,17,36.99,36.99,28.00,,1
2023-10-17,97785,,,43,1,17,,78.00,17.00,,
2023-10-17,97786,,,43,1,17,,154.30,2.00,,
2023-10-17,98466,1.00,18.60,43,1,17,18.60,18.60,32.00,,
2023-10-17,2173,,,43,1,17,,77.80,15.00,,
2023-10-17,61126,2.00,124.20,43,1,17,62.10,62.10,39.00,,
2023-10-17,61157,1.00,81.90,43,1,17,81.90,81.90,22.00,,
2023-10-17,61161,,,43,1,17,,78.00,31.00,,
2023-10-17,61255,2.00,136.20,43,1,17,68.10,68.10,22.00,,
2023-10-17,2501,,,43,1,17,,1950.00,3.00,,
2023-10-17,25602,,,43,1,17,,47.20,27.00,,
2023-10-17,25605,1.00,34.00,43,1,17,34.00,34.00,6.00,,
2023-10-17,25642,,,43,1,17,,36.99,40.00,,1
2023-10-17,25901,1.00,29.30,43,1,17,29.30,29.30,9.00,,
2023-10-17,25910,2.00,94.00,43,1,17,47.00,47.00,5.00,,
2023-10-17,25911,1.00,47.00,43,1,17,47.00,47.00,6.00,,
2023-10-17,25914,2.00,59.80,43,1,17,29.90,29.90,15.00,,1
2023-10-17,25926,1.00,60.80,43,1,17,60.80,60.80,5.00,,
2023-10-17,53487,1.00,55.10,43,1,17,55.10,55.10,11.00,,
2023-10-17,53486,2.00,87.51,43,1,17,43.76,44.90,16.00,,1
2023-10-18,25926,1.00,60.80,43,2,18,60.80,60.80,4.00,,
2023-10-18,53486,5.00,224.50,43,2,18,44.90,44.90,11.00,,1
2023-10-18,53487,1.00,55.10,43,2,18,55.10,55.10,10.00,,
2023-10-18,25602,1.00,47.20,43,2,18,47.20,47.20,26.00,,
2023-10-18,25605,,,43,2,18,,34.00,6.00,,
2023-10-18,25642,3.00,110.97,43,2,18,36.99,36.99,37.00,,1
2023-10-18,25901,1.00,29.30,43,2,18,29.30,29.30,20.00,,
2023-10-18,25910,,,43,2,18,,47.00,5.00,,
2023-10-18,25911,,,43,2,18,,47.00,6.00,,
2023-10-18,25914,,,43,2,18,,29.90,15.00,,1
2023-10-18,61161,,,43,2,18,,78.00,31.00,,
2023-10-18,61157,,,43,2,18,,81.90,22.00,,
2023-10-18,61126,,,43,2,18,,62.10,39.00,,
2023-10-18,2501,,,43,2,18,,1950.00,3.00,,
2023-10-18,2173,,,43,2,18,,77.80,15.00,,
2023-10-18,97785,,,43,2,18,,78.00,17.00,,
2023-10-18,97786,,,43,2,18,,154.30,2.00,,
2023-10-18,98466,1.00,18.60,43,2,18,18.60,18.60,31.00,,
2023-10-18,61255,1.00,68.10,43,2,18,68.10,68.10,21.00,,
2023-10-18,66473,,,43,2,18,,36.99,28.00,,1
2023-10-18,101209,,,43,2,18,,67.00,33.00,,
2023-10-18,69089,,,43,2,18,,80.00,4.00,,
2023-10-18,31320,2.00,52.60,43,2,18,26.30,26.30,28.00,,1
2023-10-18,25589,,,43,2,18,,59.50,7.00,,
2023-10-18,62806,,,43,2,18,,47.90,3.00,,
2023-10-18,59931,,,43,2,18,,57.70,3.00,,
2023-10-18,53511,,,43,2,18,,32.70,26.00,,
2023-10-18,52425,,,43,2,18,,30.20,17.00,,
2023-10-18,107752,,,43,2,18,,29.50,18.00,,1
2023-10-18,47372,,,43,2,18,,69.70,9.00,,
2023-10-18,47369,,,43,2,18,,40.00,4.00,,
2023-10-18,47368,,,43,2,18,,27.40,6.00,,
2023-10-18,69000,,,43,2,18,,50.99,33.00,,1
2023-10-18,68132,5.00,125.00,43,2,18,25.00,25.50,13.00,,
2023-10-18,25606,,,43,2,18,,34.00,23.00,,
2023-10-18,25617,,,43,2,18,,70.70,7.00,,
2023-10-18,25620,,,43,2,18,,29.60,6.00,,
2023-10-18,25687,1.00,29.08,43,2,18,29.08,30.20,21.00,,
2023-10-18,25741,4.00,173.20,43,2,18,43.30,43.30,33.00,,1
2023-10-18,25851,1.00,27.00,43,2,18,27.00,27.00,11.00,,
2023-10-18,25879,,,43,2,18,,28.30,19.00,,
2023-10-18,25899,,,43,2,18,,29.50,1.00,,
2023-10-18,25915,,,43,2,18,,35.30,9.00,,
2023-10-18,25922,,,43,2,18,,81.20,10.00,,
2023-10-18,67945,4.00,319.20,43,2,18,79.80,79.80,5.00,,
2023-10-18,25928,1.00,26.20,43,2,18,26.20,26.20,9.00,,
2023-10-18,25931,,,43,2,18,,31.40,21.00,,
2023-10-18,97134,,,43,2,18,,37.60,11.00,,
2023-10-18,61179,,,43,2,18,,77.80,3.00,,
2023-10-18,61162,,,43,2,18,,154.30,3.00,,
2023-10-18,61117,,,43,2,18,,34.00,8.00,,
2023-10-18,2593,,,43,2,18,,52.50,11.00,,
2023-10-18,2171,,,43,2,18,,77.80,6.00,,
2023-10-18,44425,1.00,32.70,43,2,18,32.70,32.70,7.00,,
2023-10-18,44423,,,43,2,18,,31.10,1.00,,
2023-10-18,98318,,,43,2,18,,36.00,10.00,,
2023-10-18,3357,,,43,2,18,,21.00,31.00,,
2023-10-18,34674,,,43,2,18,,60.80,1.00,,
2023-10-18,33221,,,43,2,18,,27.50,9.00,,
2023-10-18,32356,,,43,2,18,,53.50,40.00,,
2023-10-18,31215,,,43,2,18,,28.30,10.00,,
2023-10-18,27285,,,43,2,18,,92.30,4.00,,
2023-10-18,25590,,,43,2,18,,59.50,9.00,,
2023-10-18,52959,,,43,2,18,,32.70,5.00,,
2023-10-18,50588,,,43,2,18,,31.40,4.00,,
2023-10-18,48862,,,43,2,18,,28.99,8.00,,1
2023-10-18,48860,,,43,2,18,,25.50,4.00,,
2023-10-18,61278,,,43,2,18,,71.40,3.00,,
2023-10-18,69088,,,43,2,18,,48.90,4.00,,
2023-10-18,25607,,,43,2,18,,32.70,5.00,,
2023-10-18,25725,,,43,2,18,,24.80,15.00,,
2023-10-18,25801,,,43,2,18,,24.10,18.00,,
2023-10-18,25882,,,43,2,18,,29.10,11.00,,
2023-10-18,25883,,,43,2,18,,29.10,10.00,,
2023-10-18,25924,1.00,47.61,43,2,18,47.61,50.90,22.00,,1
2023-10-18,67245,1.00,67.00,43,2,18,67.00,67.00,7.00,,
2023-10-18,67524,1.00,34.99,43,2,18,34.99,34.99,17.00,,1
2023-10-18,25925,,,43,2,18,,35.80,3.00,,
2023-10-18,97795,,,43,2,18,,36.00,13.00,,
2023-10-18,98529,,,43,2,18,,0.10,11.00,,
2023-10-18,33224,,,43,2,18,,34.90,5.00,,
2023-10-18,33222,,,43,2,18,,56.30,15.00,,
2023-10-18,32354,,,43,2,18,,37.60,11.00,,
2023-10-18,25591,,,43,2,18,,59.50,18.00,,
2023-10-18,61618,5.00,114.95,43,2,18,22.99,22.99,12.00,,1
2023-10-18,61615,,,43,2,18,,31.90,16.00,,
2023-10-18,37270,,,43,2,18,,26.20,57.00,,
2023-10-18,52615,1.00,34.50,43,2,18,34.50,34.50,25.00,,1
2023-10-18,48845,,,43,2,18,,25.80,7.00,,
2023-10-18,29594,5.00,136.00,43,2,18,27.20,27.20,23.00,,
2023-10-18,29813,,,43,2,18,,44.30,6.00,,
2023-10-18,2266,1.00,64.80,43,2,18,64.80,64.80,11.00,,
2023-10-18,95548,,,43,2,18,,53.80,6.00,,
2023-10-18,25619,,,43,2,18,,27.00,5.00,,
2023-10-18,25764,1.00,56.90,43,2,18,56.90,56.90,8.00,,1
2023-10-18,25767,4.00,212.80,43,2,18,53.20,53.20,36.00,,
2023-10-18,25877,1.00,29.70,43,2,18,29.70,29.70,8.00,,
2023-10-18,25878,5.00,141.50,43,2,18,28.30,28.30,45.00,,
2023-10-18,25902,2.00,99.60,43,2,18,49.80,49.80,-1.00,,
2023-10-18,25913,,,43,2,18,,29.90,8.00,,1
2023-10-18,25923,1.00,34.70,43,2,18,34.70,34.70,12.00,,
2023-10-18,67948,,,43,2,18,,54.60,10.00,,
2023-10-18,25930,9.00,559.33,43,2,18,62.15,62.90,32.00,,1
2023-10-18,25933,,,43,2,18,,31.50,9.00,,
2023-10-18,25936,,,43,2,18,,34.90,10.00,,
2023-10-18,3378,,,43,2,18,,28.40,10.00,,
2023-10-18,61250,14.00,315.68,43,2,18,22.55,22.90,29.00,,1
2023-10-18,61243,,,43,2,18,,29.60,10.00,,
2023-10-18,32347,,,43,2,18,,51.00,11.00,,
2023-10-18,29099,3.00,63.00,43,2,18,21.00,21.00,21.00,,
2023-10-18,31745,1.00,43.30,43,2,18,43.30,43.30,5.00,,
2023-10-18,27289,,,43,2,18,,81.60,5.00,,
2023-10-18,27286,,,43,2,18,,96.30,4.00,,
2023-10-18,44424,1.00,41.99,43,2,18,41.99,41.99,11.00,,1
2023-10-18,44422,,,43,2,18,,32.70,24.00,,
2023-10-18,97135,,,43,2,18,,37.60,10.00,,
2023-10-18,62788,,,43,2,18,,31.40,10.00,,
2023-10-18,53605,,,43,2,18,,43.30,14.00,,
2023-10-18,37376,,,43,2,18,,34.00,14.00,,
2023-10-18,52960,,,43,2,18,,30.30,17.00,,
2023-10-18,48868,,,43,2,18,,52.30,13.00,,
2023-10-18,48861,,,43,2,18,,35.20,20.00,,
2023-10-18,61279,,,43,2,18,,27.10,6.00,,
2023-10-18,61277,,,43,2,18,,48.90,7.00,,
2023-10-18,69087,,,43,2,18,,32.20,19.00,,
2023-10-18,70117,,,43,2,18,,27.50,8.00,,
2023-10-18,31299,,,43,2,18,,40.00,18.00,,
2023-10-18,31301,1.00,28.99,43,2,18,28.99,28.99,25.00,,1
2023-10-18,31321,,,43,2,18,,31.40,14.00,,
2023-10-19,69087,,,43,3,19,,32.20,19.00,,
2023-10-19,70117,,,43,3,19,,27.50,8.00,,
2023-10-19,31299,3.00,86.97,43,3,19,28.99,28.99,39.00,,1
2023-10-19,31301,,,43,3,19,,28.99,25.00,,1
2023-10-19,29099,1.00,21.00,43,3,19,21.00,21.00,20.00,,
2023-10-19,61277,,,43,3,19,,48.90,7.00,,
2023-10-19,61279,,,43,3,19,,27.10,6.00,,
2023-10-19,44422,2.00,65.40,43,3,19,32.70,32.70,22.00,,
2023-10-19,44424,,,43,3,19,,41.99,11.00,,1
2023-10-19,48861,,,43,3,19,,35.20,20.00,,
2023-10-19,48868,,,43,3,19,,52.30,13.00,,
2023-10-19,52960,1.00,27.49,43,3,19,27.49,30.30,16.00,,
2023-10-19,37376,,,43,3,19,,34.00,14.00,,
2023-10-19,53605,,,43,3,19,,43.30,14.00,,
2023-10-19,62788,,,43,3,19,,31.40,10.00,,
2023-10-19,97135,,,43,3,19,,37.60,10.00,,
2023-10-19,32347,,,43,3,19,,51.00,11.00,,
2023-10-19,31745,1.00,43.30,43,3,19,43.30,43.30,10.00,,
2023-10-19,31321,,,43,3,19,,31.40,14.00,,
2023-10-19,27289,1.00,81.60,43,3,19,81.60,81.60,4.00,,
2023-10-19,27286,,,43,3,19,,96.30,4.00,,
2023-10-19,3378,1.00,28.40,43,3,19,28.40,28.40,9.00,,
2023-10-19,61243,,,43,3,19,,29.60,10.00,,
2023-10-19,61250,3.00,61.91,43,3,19,20.64,22.90,26.00,,1
2023-10-19,67948,2.00,63.68,43,3,19,31.84,54.60,8.00,,
2023-10-19,25619,1.00,27.00,43,3,19,27.00,27.00,4.00,,
2023-10-19,25764,1.00,56.90,43,3,19,56.90,56.90,13.00,,1
2023-10-19,25767,8.00,425.60,43,3,19,53.20,53.20,28.00,,
2023-10-19,25877,,,43,3,19,,29.70,8.00,,
2023-10-19,25878,3.00,84.90,43,3,19,28.30,28.30,42.00,,
2023-10-19,25902,1.00,49.80,43,3,19,49.80,49.80,-2.00,,
2023-10-19,25913,,,43,3,19,,29.90,8.00,,1
2023-10-19,25923,1.00,34.70,43,3,19,34.70,34.70,11.00,,
2023-10-19,25930,8.00,484.40,43,3,19,60.55,62.90,24.00,,1
2023-10-19,25933,1.00,31.50,43,3,19,31.50,31.50,8.00,,
2023-10-19,25936,,,43,3,19,,34.90,10.00,,
2023-10-19,29813,,,43,3,19,,44.30,6.00,,
2023-10-19,48845,,,43,3,19,,25.80,7.00,,
2023-10-19,52615,3.00,99.00,43,3,19,33.00,34.50,34.00,,1
2023-10-19,37270,1.00,26.20,43,3,19,26.20,26.20,56.00,,
2023-10-19,61615,1.00,31.90,43,3,19,31.90,31.90,15.00,,
2023-10-19,61618,2.00,45.98,43,3,19,22.99,22.99,10.00,,1
2023-10-19,33224,3.00,102.68,43,3,19,34.23,34.90,2.00,,
2023-10-19,33222,2.00,109.40,43,3,19,54.70,56.30,13.00,,
2023-10-19,32354,1.00,37.60,43,3,19,37.60,37.60,10.00,,
2023-10-19,29594,5.00,136.00,43,3,19,27.20,27.20,18.00,,
2023-10-19,25591,,,43,3,19,,59.50,18.00,,
2023-10-19,97795,2.00,72.00,43,3,19,36.00,36.00,11.00,,
2023-10-19,98529,,,43,3,19,,0.10,11.00,,
2023-10-19,67245,1.00,56.50,43,3,19,56.50,56.50,18.00,,1
2023-10-19,67524,2.00,69.98,43,3,19,34.99,34.99,15.00,,1
2023-10-19,25607,,,43,3,19,,32.70,5.00,,
2023-10-19,25725,,,43,3,19,,24.80,15.00,,
2023-10-19,25801,,,43,3,19,,24.10,18.00,,
2023-10-19,25882,,,43,3,19,,29.10,11.00,,
2023-10-19,25883,,,43,3,19,,29.10,10.00,,
2023-10-19,25924,1.00,50.90,43,3,19,50.90,50.90,21.00,,1
2023-10-19,25925,,,43,3,19,,35.80,3.00,,
2023-10-19,2266,2.00,129.60,43,3,19,64.80,64.80,9.00,,
2023-10-19,95548,,,43,3,19,,53.80,6.00,,
2023-10-19,69088,,,43,3,19,,48.90,4.00,,
2023-10-19,31215,,,43,3,19,,28.30,10.00,,
2023-10-19,25590,1.00,59.50,43,3,19,59.50,59.50,8.00,,
2023-10-19,34674,,,43,3,19,,60.80,1.00,,
2023-10-19,33221,1.00,27.50,43,3,19,27.50,27.50,8.00,,
2023-10-19,32356,1.00,53.50,43,3,19,53.50,53.50,39.00,,
2023-10-19,27285,,,43,3,19,,92.30,4.00,,
2023-10-19,61278,,,43,3,19,,71.40,3.00,,
2023-10-19,44423,,,43,3,19,,31.10,1.00,,
2023-10-19,44425,,,43,3,19,,32.70,7.00,,
2023-10-19,48860,,,43,3,19,,25.50,4.00,,
2023-10-19,48862,4.00,115.96,43,3,19,28.99,28.99,4.00,,1
2023-10-19,50588,,,43,3,19,,31.40,4.00,,
2023-10-19,52959,,,43,3,19,,32.70,5.00,,
2023-10-19,98318,1.00,36.00,43,3,19,36.00,36.00,9.00,,
2023-10-19,2171,,,43,3,19,,77.80,6.00,,
2023-10-19,2593,,,43,3,19,,52.50,23.00,,
2023-10-19,3357,1.00,21.00,43,3,19,21.00,21.00,30.00,,
2023-10-19,61117,,,43,3,19,,34.00,8.00,,
2023-10-19,61162,,,43,3,19,,154.30,3.00,,
2023-10-19,61179,,,43,3,19,,77.80,3.00,,
2023-10-19,97134,,,43,3,19,,37.60,11.00,,
2023-10-19,67945,1.00,79.80,43,3,19,79.80,79.80,4.00,,
2023-10-19,68132,3.00,76.50,43,3,19,25.50,25.50,18.00,,
2023-10-19,25606,1.00,33.37,43,3,19,33.37,34.00,22.00,,
2023-10-19,25617,,,43,3,19,,70.70,7.00,,
2023-10-19,25620,,,43,3,19,,29.60,6.00,,
2023-10-19,25687,,,43,3,19,,30.20,21.00,,
2023-10-19,25741,4.00,184.49,43,3,19,46.12,43.30,53.00,,1
2023-10-19,25851,,,43,3,19,,27.00,11.00,,
2023-10-19,25879,,,43,3,19,,28.30,19.00,,
2023-10-19,25899,,,43,3,19,,29.50,1.00,,
2023-10-19,25915,,,43,3,19,,35.30,9.00,,
2023-10-19,25922,,,43,3,19,,81.20,10.00,,
2023-10-19,25928,5.00,131.00,43,3,19,26.20,26.20,4.00,,
2023-10-19,25931,,,43,3,19,,31.40,21.00,,
2023-10-19,47368,,,43,3,19,,27.40,6.00,,
2023-10-19,47369,,,43,3,19,,40.00,4.00,,
2023-10-19,47372,,,43,3,19,,69.70,9.00,,
2023-10-19,107752,,,43,3,19,,29.50,18.00,,1
2023-10-19,52425,1.00,30.20,43,3,19,30.20,30.20,16.00,,
2023-10-19,53511,5.00,162.91,43,3,19,32.58,32.70,21.00,,
2023-10-19,59931,,,43,3,19,,57.70,3.00,,
2023-10-19,62806,2.00,89.20,43,3,19,44.60,41.30,7.00,,1
2023-10-19,25589,1.00,59.50,43,3,19,59.50,59.50,6.00,,
2023-10-19,69000,,,43,3,19,,50.99,33.00,,1
2023-10-19,66473,,,43,3,19,,36.99,28.00,,1
2023-10-19,69089,,,43,3,19,,80.00,4.00,,
2023-10-19,31320,,,43,3,19,,26.30,28.00,,1
2023-10-19,97785,,,43,3,19,,78.00,17.00,,
2023-10-19,97786,,,43,3,19,,154.30,2.00,,
2023-10-19,98466,5.00,93.00,43,3,19,18.60,18.60,50.00,,
2023-10-19,2173,2.00,155.60,43,3,19,77.80,77.80,13.00,,
2023-10-19,2501,,,43,3,19,,1950.00,3.00,,
2023-10-19,61126,1.00,62.10,43,3,19,62.10,62.10,38.00,,
2023-10-19,61157,,,43,3,19,,81.90,22.00,,
2023-10-19,61161,,,43,3,19,,78.00,31.00,,
2023-10-19,61255,1.00,68.10,43,3,19,68.10,68.10,20.00,,
2023-10-19,101209,2.00,129.81,43,3,19,64.91,67.00,31.00,,
2023-10-19,25602,2.00,94.40,43,3,19,47.20,47.20,24.00,,
2023-10-19,25605,,,43,3,19,,34.00,6.00,,
2023-10-19,25642,10.00,355.46,43,3,19,35.55,36.99,27.00,,1
2023-10-19,25901,2.00,58.60,43,3,19,29.30,29.30,18.00,,
2023-10-19,25910,4.00,188.00,43,3,19,47.00,47.00,1.00,,
2023-10-19,25911,1.00,47.00,43,3,19,47.00,47.00,5.00,,
2023-10-19,25914,,,43,3,19,,29.90,15.00,,1
2023-10-19,25926,,,43,3,19,,60.80,4.00,,
2023-10-19,53486,4.00,179.60,43,3,19,44.90,44.90,7.00,,1
2023-10-19,53487,1.00,55.10,43,3,19,55.10,55.10,9.00,,
2023-10-20,25602,3.00,141.60,43,4,20,47.20,47.20,21.00,,
2023-10-20,25605,,,43,4,20,,34.00,6.00,,
2023-10-20,25642,5.00,184.95,43,4,20,36.99,36.99,46.00,,1
2023-10-20,25901,,,43,4,20,,29.30,18.00,,
2023-10-20,25910,,,43,4,20,,47.00,1.00,,
2023-10-20,25911,,,43,4,20,,47.00,5.00,,
2023-10-20,25914,,,43,4,20,,29.90,15.00,,1
2023-10-20,25926,1.00,60.80,43,4,20,60.80,60.80,3.00,,
2023-10-20,53486,3.00,121.26,43,4,20,40.42,44.90,4.00,,1
2023-10-20,53487,1.00,55.10,43,4,20,55.10,55.10,8.00,,
2023-10-20,101209,1.00,67.00,43,4,20,67.00,67.00,30.00,,
2023-10-20,97785,,,43,4,20,,78.00,17.00,,
2023-10-20,97786,,,43,4,20,,154.30,2.00,,
2023-10-20,98466,3.00,55.80,43,4,20,18.60,18.60,47.00,,
