InvoiceDate,StockCode,Quantity,UnitPrice,Week,Weekday,Day,TotalPrice,Номенклатура,Ost,QuantityChecks,Action
2023-10-09,25902,2.00,99.60,42,,9,49.80,49.80,6.00,,
2023-10-09,25913,,,42,,9,,29.90,8.00,,1
2023-10-09,25923,1.00,34.70,42,,9,34.70,34.70,11.00,,
2023-10-09,25930,4.00,251.60,42,,9,62.90,62.90,93.00,,1
2023-10-09,25933,,,42,,9,,31.50,10.00,,
2023-10-09,25936,,,42,,9,,34.90,6.00,,
2023-10-09,48845,,,42,,9,,25.80,7.00,,
2023-10-09,52615,1.00,34.50,42,,9,34.50,34.50,39.00,,1
2023-10-09,37270,1.00,24.74,42,,9,24.74,26.20,72.00,,
2023-10-09,37383,,,42,,9,,63.30,1.00,,
2023-10-09,29594,1.00,27.20,42,,9,27.20,27.20,28.00,,
2023-10-09,29813,1.00,44.30,42,,9,44.30,44.30,6.00,,
2023-10-09,61615,,,42,,9,,31.90,16.00,,
2023-10-09,25591,,,42,,9,,59.50,19.00,,
2023-10-09,66305,1.00,52.60,42,,9,52.60,52.60,5.00,,
2023-10-09,61618,,,42,,9,,22.99,20.00,,1
2023-10-09,33224,,,42,,9,,34.90,11.00,,
2023-10-09,33222,5.00,281.50,42,,9,56.30,56.30,,,
2023-10-09,32354,,,42,,9,,37.60,13.00,,
2023-10-09,97795,,,42,,9,,36.00,10.00,,
2023-10-09,98529,,,42,,9,,0.10,11.00,,
2023-10-09,95548,,,42,,9,,53.80,11.00,,
2023-10-09,2266,,,42,,9,,64.80,5.00,,
2023-10-09,67245,2.00,113.00,42,,9,56.50,56.50,25.00,,1
2023-10-09,67524,,,42,,9,,34.99,9.00,,1
2023-10-09,25607,,,42,,9,,32.70,20.00,,
2023-10-09,25725,,,42,,9,,24.80,15.00,,
2023-10-09,25801,,,42,,9,,24.10,12.00,,
2023-10-09,25882,,,42,,9,,29.10,15.00,,
2023-10-09,25883,,,42,,9,,29.10,12.00,,
2023-10-09,25924,3.00,148.10,42,,9,49.37,50.90,5.00,,1
2023-10-09,25925,,,42,,9,,35.80,5.00,,
2023-10-09,48860,1.00,25.50,42,,9,25.50,25.50,4.00,,
2023-10-09,48862,,,42,,9,,32.70,1.00,,
2023-10-09,50588,,,42,,9,,31.40,7.00,,
2023-10-09,52959,,,42,,9,,32.70,4.00,,
2023-10-09,25590,,,42,,9,,59.50,9.00,,
2023-10-09,44425,,,42,,9,,32.70,8.00,,
2023-10-09,44423,,,42,,9,,31.10,7.00,,
2023-10-09,61278,1.00,71.40,42,,9,71.40,71.40,4.00,,
2023-10-09,69088,,,42,,9,,48.90,5.00,,
2023-10-09,34674,,,42,,9,,60.80,1.00,,
2023-10-09,33221,,,42,,9,,27.50,6.00,,
2023-10-09,32356,,,42,,9,,53.50,43.00,,
2023-10-09,31215,,,42,,9,,28.30,11.00,,
2023-10-09,27285,,,42,,9,,92.30,4.00,,
2023-10-09,98318,1.00,36.00,42,,9,36.00,36.00,7.00,,
2023-10-09,97134,,,42,,9,,37.60,11.00,,
2023-10-09,2171,,,42,,9,,77.80,4.00,,
2023-10-09,2593,1.00,52.50,42,,9,52.50,52.50,11.00,,
2023-10-09,3357,2.00,42.00,42,,9,21.00,21.00,25.00,,
2023-10-09,61117,,,42,,9,,34.00,8.00,,
2023-10-09,61162,,,42,,9,,154.30,4.00,,
2023-10-09,61179,,,42,,9,,77.80,3.00,,
2023-10-09,67945,,,42,,9,,79.80,9.00,,
2023-10-09,68132,1.00,25.50,42,,9,25.50,25.50,47.00,,
2023-10-09,25606,1.00,32.19,42,,9,32.19,34.00,6.00,,
2023-10-09,25617,,,42,,9,,70.70,1.00,,
2023-10-09,25620,,,42,,9,,29.60,10.00,,
2023-10-09,25687,3.00,90.60,42,,9,30.20,30.20,22.00,,
2023-10-09,25741,8.00,366.89,42,,9,45.86,43.30,69.00,,1
2023-10-09,25851,,,42,,9,,27.00,13.00,,
2023-10-09,25879,,,42,,9,,28.30,22.00,,
2023-10-09,25899,,,42,,9,,29.50,1.00,,
2023-10-09,25912,,,42,,9,,29.90,11.00,,1
2023-10-09,25915,,,42,,9,,35.30,9.00,,
2023-10-09,25922,,,42,,9,,81.20,10.00,,
2023-10-09,25928,,,42,,9,,26.20,8.00,,
2023-10-09,25931,1.00,31.40,42,,9,31.40,31.40,18.00,,
2023-10-09,52425,,,42,,9,,26.00,26.00,,1
2023-10-09,53511,,,42,,9,,32.70,37.00,,
2023-10-09,66473,,,42,,9,,36.99,38.00,,1
2023-10-09,101209,1.00,66.23,42,,9,66.23,67.00,39.00,,
2023-10-09,69089,,,42,,9,,80.00,6.00,,
2023-10-09,25589,,,42,,9,,59.50,8.00,,
2023-10-09,69000,,,42,,9,,50.99,20.00,,1
2023-10-09,62806,1.00,41.30,42,,9,41.30,41.30,5.00,,1
2023-10-09,59931,,,42,,9,,57.70,5.00,,
2023-10-09,107753,2.00,123.60,42,,9,61.80,61.80,6.00,,
2023-10-09,107752,1.00,29.50,42,,9,29.50,29.50,20.00,,1
2023-10-09,47372,,,42,,9,,69.70,5.00,,
2023-10-09,47369,,,42,,9,,40.00,5.00,,
2023-10-09,47368,,,42,,9,,27.40,12.00,,
2023-10-09,31320,,,42,,9,,31.40,13.00,,
2023-10-09,97785,,,42,,9,,78.00,17.00,,
2023-10-09,97786,,,42,,9,,154.30,2.00,,
2023-10-09,98466,5.00,93.00,42,,9,18.60,18.60,53.00,,
2023-10-09,2173,,,42,,9,,77.80,15.00,,
2023-10-09,2501,,,42,,9,,1950.00,3.00,,
2023-10-09,61126,4.00,248.40,42,,9,62.10,62.10,14.00,,
2023-10-09,61157,1.00,81.90,42,,9,81.90,81.90,1.00,,
2023-10-09,61161,,,42,,9,,78.00,31.00,,
2023-10-09,61255,,,42,,9,,68.10,31.00,,
2023-10-09,25602,,,42,,9,,47.20,24.00,,
2023-10-09,25605,,,42,,9,,34.00,6.00,,
2023-10-09,25642,2.00,73.98,42,,9,36.99,36.99,28.00,,1
2023-10-09,25901,1.00,29.30,42,,9,29.30,29.30,10.00,,
2023-10-09,25910,,,42,,9,,47.00,4.00,,
2023-10-09,25911,,,42,,9,,47.00,5.00,,
2023-10-09,25914,,,42,,9,,35.30,10.00,,
2023-10-09,25926,1.00,60.80,42,,9,60.80,60.80,10.00,,
2023-10-09,53486,2.00,89.80,42,,9,44.90,44.90,21.00,,1
2023-10-09,53487,1.00,55.10,42,,9,55.10,55.10,23.00,,
2023-10-10,25602,2.00,94.40,42,1,10,47.20,47.20,22.00,,
2023-10-10,25605,1.00,34.00,42,1,10,34.00,34.00,5.00,,
2023-10-10,25642,3.00,110.97,42,1,10,36.99,36.99,25.00,,1
2023-10-10,25901,2.00,58.60,42,1,10,29.30,29.30,8.00,,
2023-10-10,25910,,,42,1,10,,47.00,9.00,,
2023-10-10,25911,1.00,47.00,42,1,10,47.00,47.00,8.00,,
2023-10-10,25914,1.00,35.30,42,1,10,35.30,35.30,9.00,,
2023-10-10,25926,,,42,1,10,,60.80,10.00,,
2023-10-10,53487,3.00,165.30,42,1,10,55.10,55.10,20.00,,
2023-10-10,53486,3.00,134.70,42,1,10,44.90,44.90,24.00,,1
2023-10-10,97785,,,42,1,10,,78.00,17.00,,
2023-10-10,97786,,,42,1,10,,154.30,2.00,,
2023-10-10,98466,9.00,167.40,42,1,10,18.60,18.60,44.00,,
2023-10-10,2173,,,42,1,10,,77.80,15.00,,
2023-10-10,2501,,,42,1,10,,1950.00,3.00,,
2023-10-10,61126,,,42,1,10,,62.10,38.00,,
2023-10-10,61157,1.00,81.90,42,1,10,81.90,81.90,24.00,,
2023-10-10,61161,,,42,1,10,,78.00,31.00,,
2023-10-10,61255,,,42,1,10,,68.10,31.00,,
2023-10-10,31320,2.00,62.80,42,1,10,31.40,31.40,11.00,,
2023-10-10,101209,,,42,1,10,,67.00,39.00,,
2023-10-10,66473,1.00,36.99,42,1,10,36.99,36.99,37.00,,1
2023-10-10,25589,1.00,59.50,42,1,10,59.50,59.50,7.00,,
2023-10-10,62806,,,42,1,10,,41.30,5.00,,1
2023-10-10,47372,1.00,69.70,42,1,10,69.70,69.70,4.00,,
2023-10-10,47369,,,42,1,10,,40.00,5.00,,
2023-10-10,47368,1.00,27.40,42,1,10,27.40,27.40,11.00,,
2023-10-10,69089,,,42,1,10,,80.00,6.00,,
2023-10-10,107752,1.00,29.50,42,1,10,29.50,29.50,19.00,,1
2023-10-10,107753,3.00,185.40,42,1,10,61.80,61.80,3.00,,
2023-10-10,52425,2.00,52.00,42,1,10,26.00,26.00,24.00,,1
2023-10-10,53511,,,42,1,10,,32.70,37.00,,
2023-10-10,59931,,,42,1,10,,57.70,5.00,,
2023-10-10,69000,,,42,1,10,,50.99,20.00,,1
2023-10-10,67945,,,42,1,10,,79.80,9.00,,
2023-10-10,68132,3.00,76.50,42,1,10,25.50,25.50,44.00,,
2023-10-10,25606,,,42,1,10,,34.00,26.00,,
2023-10-10,25617,,,42,1,10,,70.70,1.00,,
2023-10-10,25620,,,42,1,10,,29.60,10.00,,
2023-10-10,25687,3.00,90.60,42,1,10,30.20,30.20,19.00,,
2023-10-10,25741,5.00,216.50,42,1,10,43.30,43.30,64.00,,1
2023-10-10,25851,,,42,1,10,,27.00,13.00,,
2023-10-10,25879,,,42,1,10,,28.30,22.00,,
2023-10-10,25899,,,42,1,10,,29.50,1.00,,
2023-10-10,25912,1.00,29.90,42,1,10,29.90,29.90,10.00,,1
2023-10-10,25915,,,42,1,10,,35.30,9.00,,
2023-10-10,25922,,,42,1,10,,81.20,10.00,,
2023-10-10,25928,1.00,26.20,42,1,10,26.20,26.20,7.00,,
2023-10-10,25931,3.00,94.20,42,1,10,31.40,31.40,15.00,,
2023-10-10,98318,2.00,72.00,42,1,10,36.00,36.00,9.00,,
2023-10-10,97134,,,42,1,10,,37.60,11.00,,
2023-10-10,2171,,,42,1,10,,77.80,9.00,,
2023-10-10,2593,1.00,52.50,42,1,10,52.50,52.50,10.00,,
2023-10-10,3357,3.00,63.00,42,1,10,21.00,21.00,22.00,,
2023-10-10,61117,,,42,1,10,,34.00,8.00,,
2023-10-10,61162,,,42,1,10,,154.30,4.00,,
2023-10-10,61179,,,42,1,10,,77.80,3.00,,
2023-10-10,33221,,,42,1,10,,27.50,14.00,,
2023-10-10,32356,,,42,1,10,,53.50,43.00,,
2023-10-10,31215,,,42,1,10,,28.30,11.00,,
2023-10-10,27285,,,42,1,10,,92.30,4.00,,
2023-10-10,69088,,,42,1,10,,48.90,5.00,,
2023-10-10,34674,,,42,1,10,,60.80,1.00,,
2023-10-10,25590,,,42,1,10,,59.50,9.00,,
2023-10-10,44425,,,42,1,10,,32.70,8.00,,
2023-10-10,44423,,,42,1,10,,31.10,7.00,,
2023-10-10,61278,1.00,71.40,42,1,10,71.40,71.40,3.00,,
2023-10-10,48860,,,42,1,10,,25.50,4.00,,
2023-10-10,48862,,,42,1,10,,28.99,5.00,,1
2023-10-10,50588,,,42,1,10,,31.40,7.00,,
2023-10-10,52959,,,42,1,10,,32.70,4.00,,
2023-10-10,67245,2.00,113.00,42,1,10,56.50,56.50,23.00,,1
2023-10-10,67524,1.00,34.99,42,1,10,34.99,34.99,8.00,,1
2023-10-10,25607,,,42,1,10,,32.70,20.00,,
2023-10-10,25725,,,42,1,10,,24.80,15.00,,
2023-10-10,25801,,,42,1,10,,24.10,12.00,,
2023-10-10,25882,1.00,29.10,42,1,10,29.10,29.10,14.00,,
2023-10-10,25883,,,42,1,10,,29.10,12.00,,
2023-10-10,25924,6.00,358.20,42,1,10,59.70,50.90,23.00,,1
2023-10-10,25925,,,42,1,10,,35.80,5.00,,
2023-10-10,97795,1.00,36.00,42,1,10,36.00,36.00,17.00,,
2023-10-10,98529,,,42,1,10,,0.10,11.00,,
2023-10-10,95548,1.00,53.80,42,1,10,53.80,53.80,10.00,,
2023-10-10,2266,1.00,54.80,42,1,10,54.80,64.80,4.00,,
2023-10-10,33224,1.00,34.90,42,1,10,34.90,34.90,10.00,,
2023-10-10,33222,,,42,1,10,,56.30,24.00,,
2023-10-10,32354,,,42,1,10,,37.60,13.00,,
2023-10-10,29813,,,42,1,10,,44.30,6.00,,
2023-10-10,29594,4.00,106.80,42,1,10,26.70,27.20,24.00,,
2023-10-10,25591,,,42,1,10,,59.50,19.00,,
2023-10-10,66305,4.00,210.40,42,1,10,52.60,52.60,1.00,,
2023-10-10,61618,1.00,22.99,42,1,10,22.99,22.99,19.00,,1
2023-10-10,61615,,,42,1,10,,31.90,16.00,,
2023-10-10,48845,,,42,1,10,,25.80,7.00,,
2023-10-10,52615,9.00,301.17,42,1,10,33.46,34.50,30.00,,1
2023-10-10,37270,,,42,1,10,,26.20,72.00,,
2023-10-10,37383,,,42,1,10,,63.30,1.00,,
2023-10-10,67948,,,42,1,10,,54.60,13.00,,
2023-10-10,25619,1.00,27.00,42,1,10,27.00,27.00,6.00,,
2023-10-10,25764,2.00,113.80,42,1,10,56.90,56.90,6.00,,1
2023-10-10,25767,4.00,212.80,42,1,10,53.20,53.20,74.00,,
2023-10-10,25877,,,42,1,10,,29.70,9.00,,
2023-10-10,25878,4.00,113.20,42,1,10,28.30,28.30,58.00,,
2023-10-10,25902,,,42,1,10,,49.80,6.00,,
2023-10-10,25913,,,42,1,10,,29.90,8.00,,1
2023-10-10,25923,4.00,138.80,42,1,10,34.70,34.70,7.00,,
2023-10-10,25930,9.00,564.08,42,1,10,62.68,62.90,84.00,,1
2023-10-10,25933,,,42,1,10,,31.50,10.00,,
2023-10-10,25936,,,42,1,10,,34.90,11.00,,
2023-10-10,3378,,,42,1,10,,28.40,13.00,,
2023-10-10,61243,2.00,59.20,42,1,10,29.60,29.60,8.00,,
2023-10-10,61250,4.00,91.60,42,1,10,22.90,22.90,75.00,,1
2023-10-10,32347,1.00,51.00,42,1,10,51.00,51.00,11.00,,
2023-10-10,29099,5.00,105.00,42,1,10,21.00,21.00,18.00,,
2023-10-10,31745,,,42,1,10,,43.30,11.00,,
2023-10-10,31321,,,42,1,10,,31.40,15.00,,
2023-10-10,31301,,,42,1,10,,28.99,20.00,,1
2023-10-10,31299,,,42,1,10,,28.99,29.00,,1
2023-10-10,27289,1.00,81.60,42,1,10,81.60,81.60,5.00,,
2023-10-10,27286,,,42,1,10,,96.30,4.00,,
2023-10-10,62788,,,42,1,10,,31.40,13.00,,
2023-10-10,44424,,,42,1,10,,49.00,6.00,,
2023-10-10,44422,11.00,359.70,42,1,10,32.70,32.70,13.00,,
2023-10-10,61279,,,42,1,10,,27.10,6.00,,
2023-10-10,61277,,,42,1,10,,48.90,7.00,,
2023-10-10,48861,,,42,1,10,,35.20,21.00,,
2023-10-10,48868,,,42,1,10,,52.30,14.00,,
2023-10-10,52960,,,42,1,10,,30.30,18.00,,
2023-10-10,37376,,,42,1,10,,34.00,22.00,,
2023-10-10,53605,,,42,1,10,,43.30,14.00,,
2023-10-10,97135,,,42,1,10,,37.60,11.00,,
2023-10-10,69087,1.00,32.20,42,1,10,32.20,32.20,19.00,,
2023-10-10,70117,,,42,1,10,,27.50,12.00,,
2023-10-11,69087,,,42,2,11,,32.20,19.00,,
2023-10-11,31299,2.00,57.98,42,2,11,28.99,28.99,27.00,,1
2023-10-11,31301,2.00,57.98,42,2,11,28.99,28.99,18.00,,1
2023-10-11,29099,2.00,42.00,42,2,11,21.00,21.00,16.00,,
2023-10-11,48861,,,42,2,11,,35.20,21.00,,
2023-10-11,48868,,,42,2,11,,52.30,14.00,,
2023-10-11,52960,,,42,2,11,,30.30,18.00,,
2023-10-11,37376,1.00,34.00,42,2,11,34.00,34.00,21.00,,
2023-10-11,53605,,,42,2,11,,43.30,14.00,,
2023-10-11,97135,1.00,37.60,42,2,11,37.60,37.60,10.00,,
2023-10-11,62788,,,42,2,11,,31.40,13.00,,
2023-10-11,44424,,,42,2,11,,49.00,6.00,,
2023-10-11,44422,2.00,65.40,42,2,11,32.70,32.70,11.00,,
2023-10-11,61279,,,42,2,11,,27.10,6.00,,
2023-10-11,61277,,,42,2,11,,48.90,7.00,,
2023-10-11,32347,,,42,2,11,,51.00,11.00,,
2023-10-11,31745,,,42,2,11,,43.30,11.00,,
2023-10-11,31321,,,42,2,11,,31.40,15.00,,
2023-10-11,27289,,,42,2,11,,81.60,5.00,,
2023-10-11,27286,,,42,2,11,,96.30,4.00,,
2023-10-11,70117,,,42,2,11,,27.50,12.00,,
2023-10-11,3378,,,42,2,11,,28.40,13.00,,
2023-10-11,61243,,,42,2,11,,29.60,8.00,,
2023-10-11,61250,5.00,114.50,42,2,11,22.90,22.90,70.00,,1
2023-10-11,25619,,,42,2,11,,27.00,6.00,,
2023-10-11,25764,2.00,133.80,42,2,11,66.90,66.90,4.00,,
2023-10-11,25767,5.00,266.00,42,2,11,53.20,53.20,69.00,,
2023-10-11,25930,3.00,188.70,42,2,11,62.90,62.90,81.00,,1
2023-10-11,25933,,,42,2,11,,31.50,10.00,,
2023-10-11,25936,,,42,2,11,,34.90,11.00,,
2023-10-11,25923,1.00,34.70,42,2,11,34.70,34.70,6.00,,
2023-10-11,25913,,,42,2,11,,29.90,8.00,,1
2023-10-11,25902,,,42,2,11,,49.80,6.00,,
2023-10-11,25878,2.00,56.60,42,2,11,28.30,28.30,56.00,,
2023-10-11,25877,,,42,2,11,,29.70,9.00,,
2023-10-11,67948,1.00,52.79,42,2,11,52.79,54.60,12.00,,
2023-10-11,48845,,,42,2,11,,25.80,7.00,,
2023-10-11,52615,3.00,103.50,42,2,11,34.50,34.50,27.00,,1
2023-10-11,37270,6.00,157.20,42,2,11,26.20,26.20,66.00,,
2023-10-11,37383,,,42,2,11,,63.30,1.00,,
2023-10-11,61615,,,42,2,11,,31.90,16.00,,
2023-10-11,61618,,,42,2,11,,22.99,19.00,,1
2023-10-11,29813,,,42,2,11,,44.30,6.00,,
2023-10-11,25591,,,42,2,11,,59.50,19.00,,
2023-10-11,66305,1.00,52.60,42,2,11,52.60,52.60,,,
2023-10-11,33224,,,42,2,11,,34.90,10.00,,
2023-10-11,33222,1.00,56.30,42,2,11,56.30,56.30,23.00,,
2023-10-11,32354,,,42,2,11,,37.60,13.00,,
2023-10-11,29594,4.00,108.80,42,2,11,27.20,27.20,20.00,,
2023-10-11,97795,4.00,144.00,42,2,11,36.00,36.00,13.00,,
2023-10-11,98529,,,42,2,11,,0.10,11.00,,
2023-10-11,95548,1.00,53.80,42,2,11,53.80,53.80,9.00,,
2023-10-11,2266,2.00,129.60,42,2,11,64.80,64.80,2.00,,
2023-10-11,67245,1.00,56.50,42,2,11,56.50,56.50,22.00,,1
2023-10-11,67524,2.00,69.98,42,2,11,34.99,34.99,6.00,,1
2023-10-11,25607,1.00,32.70,42,2,11,32.70,32.70,19.00,,
2023-10-11,25725,,,42,2,11,,24.80,15.00,,
2023-10-11,25801,,,42,2,11,,24.10,12.00,,
2023-10-11,25925,,,42,2,11,,35.80,5.00,,
2023-10-11,25924,,,42,2,11,,50.90,23.00,,1
2023-10-11,25883,,,42,2,11,,29.10,12.00,,
2023-10-11,25882,,,42,2,11,,29.10,14.00,,
2023-10-11,48860,,,42,2,11,,25.50,4.00,,
2023-10-11,48862,,,42,2,11,,28.99,5.00,,1
2023-10-11,50588,1.00,31.40,42,2,11,31.40,31.40,6.00,,
2023-10-11,52959,,,42,2,11,,32.70,4.00,,
2023-10-11,25590,,,42,2,11,,59.50,9.00,,
2023-10-11,44425,,,42,2,11,,32.70,8.00,,
2023-10-11,44423,,,42,2,11,,31.10,7.00,,
2023-10-11,61278,,,42,2,11,,71.40,3.00,,
2023-10-11,69088,,,42,2,11,,48.90,5.00,,
2023-10-11,31215,,,42,2,11,,28.30,11.00,,
2023-10-11,34674,,,42,2,11,,60.80,1.00,,
2023-10-11,33221,,,42,2,11,,27.50,14.00,,
2023-10-11,32356,,,42,2,11,,53.50,43.00,,
2023-10-11,27285,,,42,2,11,,92.30,4.00,,
2023-10-11,98318,2.00,72.00,42,2,11,36.00,36.00,7.00,,
2023-10-11,97134,,,42,2,11,,37.60,11.00,,
2023-10-11,2171,1.00,77.80,42,2,11,77.80,77.80,8.00,,
2023-10-11,2593,1.00,52.50,42,2,11,52.50,52.50,9.00,,
2023-10-11,3357,4.00,82.76,42,2,11,20.69,21.00,18.00,,
2023-10-11,61117,,,42,2,11,,34.00,8.00,,
2023-10-11,61162,,,42,2,11,,154.30,4.00,,
2023-10-11,61179,,,42,2,11,,77.80,3.00,,
2023-10-11,25606,2.00,68.00,42,2,11,34.00,34.00,24.00,,
2023-10-11,25617,,,42,2,11,,70.70,1.00,,
2023-10-11,25620,,,42,2,11,,29.60,10.00,,
2023-10-11,25687,,,42,2,11,,30.20,19.00,,
2023-10-11,25741,4.00,173.20,42,2,11,43.30,43.30,60.00,,1
2023-10-11,25931,1.00,31.40,42,2,11,31.40,31.40,14.00,,
2023-10-11,25928,2.00,52.40,42,2,11,26.20,26.20,5.00,,
2023-10-11,25922,,,42,2,11,,81.20,10.00,,
2023-10-11,25915,,,42,2,11,,35.30,9.00,,
2023-10-11,25912,1.00,29.90,42,2,11,29.90,29.90,9.00,,1
2023-10-11,25899,,,42,2,11,,29.50,1.00,,
2023-10-11,25879,,,42,2,11,,28.30,22.00,,
2023-10-11,25851,,,42,2,11,,27.00,13.00,,
2023-10-11,68132,3.00,76.50,42,2,11,25.50,25.50,41.00,,
2023-10-11,67945,1.00,79.80,42,2,11,79.80,79.80,8.00,,
2023-10-11,52425,1.00,26.00,42,2,11,26.00,26.00,23.00,,1
2023-10-11,53511,3.00,98.10,42,2,11,32.70,32.70,34.00,,
2023-10-11,66473,,,42,2,11,,36.99,37.00,,1
2023-10-11,101209,1.00,67.00,42,2,11,67.00,67.00,38.00,,
2023-10-11,69089,,,42,2,11,,80.00,6.00,,
2023-10-11,25589,,,42,2,11,,59.50,7.00,,
2023-10-11,69000,8.00,407.92,42,2,11,50.99,50.99,12.00,,1
2023-10-11,62806,,,42,2,11,,41.30,5.00,,1
2023-10-11,59931,,,42,2,11,,57.70,5.00,,
2023-10-11,107753,,,42,2,11,,61.80,3.00,,
2023-10-11,107752,,,42,2,11,,29.50,19.00,,1
2023-10-11,47372,1.00,69.70,42,2,11,69.70,69.70,3.00,,
2023-10-11,47369,1.00,40.00,42,2,11,40.00,40.00,4.00,,
2023-10-11,47368,,,42,2,11,,27.40,11.00,,
2023-10-11,31320,1.00,31.40,42,2,11,31.40,31.40,10.00,,
2023-10-11,97785,,,42,2,11,,78.00,17.00,,
2023-10-11,97786,,,42,2,11,,154.30,2.00,,
2023-10-11,98466,2.00,37.20,42,2,11,18.60,18.60,42.00,,
2023-10-11,2173,,,42,2,11,,77.80,15.00,,
2023-10-11,2501,,,42,2,11,,1950.00,3.00,,
2023-10-11,61126,2.00,124.20,42,2,11,62.10,62.10,36.00,,
2023-10-11,61157,,,42,2,11,,81.90,24.00,,
2023-10-11,61161,,,42,2,11,,78.00,31.00,,
2023-10-11,61255,,,42,2,11,,68.10,31.00,,
2023-10-11,53487,1.00,55.10,42,2,11,55.10,55.10,19.00,,
2023-10-11,53486,4.00,179.60,42,2,11,44.90,44.90,20.00,,1
2023-10-11,25926,,,42,2,11,,60.80,10.00,,
2023-10-11,25914,,,42,2,11,,35.30,9.00,,
2023-10-11,25911,,,42,2,11,,47.00,8.00,,
2023-10-11,25910,,,42,2,11,,47.00,9.00,,
2023-10-11,25901,8.00,234.40,42,2,11,29.30,29.30,,,
2023-10-11,25602,12.00,566.40,42,2,11,47.20,47.20,10.00,,
2023-10-11,25605,,,42,2,11,,34.00,5.00,,
2023-10-11,25642,1.00,36.99,42,2,11,36.99,36.99,24.00,,1
2023-10-12,25602,,,42,3,12,,47.20,10.00,,
2023-10-12,25605,1.00,34.00,42,3,12,34.00,34.00,4.00,,
2023-10-12,25642,17.00,628.83,42,3,12,36.99,36.99,7.00,,1
2023-10-12,53487,,,42,3,12,,55.10,19.00,,
2023-10-12,53486,3.00,134.70,42,3,12,44.90,44.90,17.00,,1
2023-10-12,25926,1.00,60.80,42,3,12,60.80,60.80,9.00,,
2023-10-12,25914,,,42,3,12,,35.30,9.00,,
2023-10-12,25911,,,42,3,12,,47.00,8.00,,
2023-10-12,25910,1.00,47.00,42,3,12,47.00,47.00,8.00,,
2023-10-12,97785,,,42,3,12,,78.00,17.00,,
2023-10-12,97786,,,42,3,12,,154.30,2.00,,
2023-10-12,98466,9.00,164.40,42,3,12,18.27,18.60,33.00,,
2023-10-12,2173,,,42,3,12,,77.80,15.00,,
2023-10-12,2501,,,42,3,12,,1950.00,3.00,,
2023-10-12,61126,4.00,248.40,42,3,12,62.10,62.10,32.00,,
2023-10-12,61157,,,42,3,12,,81.90,24.00,,
2023-10-12,61161,,,42,3,12,,78.00,31.00,,
2023-10-12,61255,1.00,68.10,42,3,12,68.10,68.10,30.00,,
2023-10-12,25589,,,42,3,12,,59.50,7.00,,
2023-10-12,69000,,,42,3,12,,50.99,12.00,,1
2023-10-12,66473,,,42,3,12,,36.99,37.00,,1
2023-10-12,101209,2.00,134.00,42,3,12,67.00,67.00,36.00,,
2023-10-12,69089,1.00,80.00,42,3,12,80.00,80.00,5.00,,
2023-10-12,31320,1.00,31.40,42,3,12,31.40,26.30,33.00,,1
2023-10-12,47368,,,42,3,12,,27.40,11.00,,
2023-10-12,47369,,,42,3,12,,40.00,4.00,,
2023-10-12,47372,,,42,3,12,,69.70,3.00,,
2023-10-12,107752,,,42,3,12,,29.50,19.00,,1
2023-10-12,107753,,,42,3,12,,61.80,3.00,,
2023-10-12,52425,1.00,26.00,42,3,12,26.00,26.00,22.00,,1
2023-10-12,53511,1.00,32.70,42,3,12,32.70,32.70,33.00,,
2023-10-12,59931,,,42,3,12,,57.70,5.00,,
2023-10-12,62806,1.00,41.30,42,3,12,41.30,41.30,10.00,,1
2023-10-12,67945,1.00,79.80,42,3,12,79.80,79.80,7.00,,
2023-10-12,68132,6.00,153.00,42,3,12,25.50,25.50,35.00,,
2023-10-12,25606,,,42,3,12,,34.00,24.00,,
2023-10-12,25617,,,42,3,12,,70.70,1.00,,
2023-10-12,25620,1.00,29.60,42,3,12,29.60,29.60,9.00,,
2023-10-12,25687,,,42,3,12,,30.20,19.00,,
2023-10-12,25741,5.00,216.50,42,3,12,43.30,43.30,55.00,,1
2023-10-12,25931,1.00,31.40,42,3,12,31.40,31.40,13.00,,
2023-10-12,25928,,,42,3,12,,26.20,5.00,,
2023-10-12,25922,,,42,3,12,,81.20,10.00,,
2023-10-12,25915,,,42,3,12,,35.30,9.00,,
2023-10-12,25912,,,42,3,12,,29.90,9.00,,1
2023-10-12,25899,,,42,3,12,,29.50,1.00,,
2023-10-12,25879,,,42,3,12,,28.30,22.00,,
2023-10-12,25851,,,42,3,12,,27.00,13.00,,
2023-10-12,98318,1.00,36.00,42,3,12,36.00,36.00,6.00,,
2023-10-12,97134,,,42,3,12,,37.60,11.00,,
2023-10-12,2171,,,42,3,12,,77.80,8.00,,
2023-10-12,2593,1.00,52.50,42,3,12,52.50,52.50,20.00,,
2023-10-12,3357,,,42,3,12,,21.00,18.00,,
2023-10-12,61117,,,42,3,12,,34.00,8.00,,
2023-10-12,61162,,,42,3,12,,154.30,4.00,,
2023-10-12,61179,,,42,3,12,,77.80,3.00,,
2023-10-12,33221,1.00,27.50,42,3,12,27.50,27.50,13.00,,
2023-10-12,27285,,,42,3,12,,92.30,4.00,,
2023-10-12,69088,,,42,3,12,,48.90,5.00,,
2023-10-12,31215,,,42,3,12,,28.30,11.00,,
2023-10-12,32356,3.00,160.50,42,3,12,53.50,53.50,40.00,,
2023-10-12,34674,,,42,3,12,,60.80,1.00,,
2023-10-12,44425,,,42,3,12,,32.70,8.00,,
