InvoiceDate,StockCode,Quantity,UnitPrice,Week,Weekday,Day,TotalPrice,Ost,Action,Category,Price,Discount
2023-02-08,22437,12.00,384.39,7,2,8,32.03,15.00,,103329,32.10,
2023-02-08,44213,7.00,258.55,7,2,8,36.94,4.00,,103329,37.00,
2023-02-08,102267,2.00,63.40,7,2,8,31.70,6.00,,21768,31.70,
2023-02-09,161,4.00,128.80,7,3,9,32.20,3.00,,21768,32.20,
2023-02-09,22437,10.00,321.00,7,3,9,32.10,15.00,,103329,32.10,
2023-02-09,102267,,,7,3,9,,6.00,,21768,31.70,
2023-02-09,21999,1.00,31.70,7,3,9,31.70,9.00,,21768,26.90,
2023-02-09,33453,,,7,3,9,,10.00,1,23131,30.99,
2023-02-09,102270,,,7,3,9,,4.00,,21768,28.20,
2023-02-09,44213,7.00,259.00,7,3,9,37.00,2.00,,103329,37.00,
2023-02-09,106122,7.00,234.43,7,3,9,33.49,6.00,1,103329,33.49,
2023-02-09,23243,1.00,39.70,7,3,9,39.70,6.00,,23131,39.70,
2023-02-10,33453,,,7,4,10,,10.00,1,23131,30.99,
2023-02-10,102270,,,7,4,10,,16.00,,21768,28.20,
2023-02-10,161,,,7,4,10,,7.00,,21768,32.20,
2023-02-10,22437,10.00,321.00,7,4,10,32.10,15.00,,103329,32.10,
2023-02-10,23243,3.00,119.10,7,4,10,39.70,3.00,,23131,39.70,
2023-02-10,102267,,,7,4,10,,6.00,,21768,31.70,
2023-02-10,21999,6.00,190.20,7,4,10,31.70,7.00,,21768,26.90,
2023-02-10,44213,1.00,37.00,7,4,10,37.00,6.00,,103329,37.00,
2023-02-10,106122,5.00,167.45,7,4,10,33.49,13.00,1,103329,33.49,
2023-02-11,161,,,7,5,11,,7.00,,21768,32.20,
2023-02-11,21999,,,7,5,11,,7.00,,21768,32.20,
2023-02-11,22437,8.00,256.80,7,5,11,32.10,17.00,,103329,32.10,
2023-02-11,23243,,,7,5,11,,9.00,,23131,39.70,
2023-02-11,33453,,,7,5,11,,10.00,1,23131,30.99,
2023-02-11,102267,,,7,5,11,,6.00,,21768,31.70,
2023-02-11,102270,,,7,5,11,,16.00,,21768,28.20,
2023-02-11,106122,17.00,569.33,7,5,11,33.49,14.00,1,103329,33.49,
2023-02-11,44213,4.00,148.00,7,5,11,37.00,7.00,,103329,37.00,
2023-02-12,22437,12.00,385.14,7,6,12,32.10,5.00,,103329,32.10,
2023-02-12,33453,1.00,30.99,7,6,12,30.99,9.00,1,23131,30.99,
2023-02-12,102270,,,7,6,12,,16.00,,21768,28.20,
2023-02-12,161,,,7,6,12,,7.00,,21768,32.20,
2023-02-12,23243,,,7,6,12,,9.00,,23131,39.70,
2023-02-12,102267,1.00,31.70,7,6,12,31.70,5.00,,21768,31.70,
2023-02-12,21999,1.00,32.20,7,6,12,32.20,6.00,,21768,32.20,
2023-02-12,44213,4.00,148.00,7,6,12,37.00,3.00,,103329,37.00,
2023-02-12,106122,10.00,334.90,7,6,12,33.49,4.00,1,103329,33.49,
