InvoiceDate,MagCode,StockCode,Quantity,UnitPrice,Week,Weekday,Day,TotalPrice,Ost,Action,Category,Price,Discount
2024-01-01,4,4065,,,1,,1,,2.00,,22285,60.10,
2024-01-01,4,22361,,,1,,1,,4.00,,22285,151.20,
2024-01-01,4,29506,1.00,63.20,1,,1,63.20,1.00,,22285,63.20,
2024-01-01,4,41550,,,1,,1,,3.00,,22285,62.60,
2024-01-01,4,104644,,,1,,1,,5.00,,22285,66.90,
2024-01-01,4,104645,,,1,,1,,13.00,,22285,78.30,
2024-01-01,4,106211,,,1,,1,,4.00,,22285,67.90,
2024-01-01,4,22325,,,1,,1,,18.00,,22285,41.50,
2024-01-01,4,22359,,,1,,1,,11.00,,22285,40.90,
2024-01-01,4,33266,,,1,,1,,6.00,1,22285,67.99,11.11
2024-01-01,4,41554,,,1,,1,,5.00,1,22285,65.99,
2024-01-01,4,71584,,,1,,1,,6.00,,22285,76.40,
2024-01-01,4,100599,,,1,,1,,23.00,,22285,75.00,
2024-01-01,4,103638,,,1,,1,,7.00,,22285,77.40,
2024-01-01,4,106091,,,1,,1,,12.00,,22285,82.20,
2024-01-01,4,43698,,,1,,1,,9.00,,22285,71.30,
2024-01-01,4,43807,,,1,,1,,13.00,1,22285,56.99,7.11
2024-01-01,4,44232,,,1,,1,,4.00,,22285,68.60,
2024-01-01,4,44327,,,1,,1,,14.00,,22285,85.70,
2024-01-01,4,103164,,,1,,1,,8.00,,22285,72.20,
2024-01-01,4,103386,2.00,131.98,1,,1,65.99,6.00,1,22285,65.99,
2024-01-01,4,4067,,,1,,1,,9.00,1,22285,65.99,12.41
2024-01-01,4,33267,,,1,,1,,3.00,,22285,85.00,
2024-01-01,4,106210,,,1,,1,,11.00,1,22285,63.99,
2024-01-01,10,4065,,,1,,1,,8.00,,22285,60.10,
2024-01-01,10,32315,,,1,,1,,4.20,,22285,369.60,
2024-01-01,10,43807,1.00,56.99,1,,1,56.99,4.00,1,22285,56.99,7.11
2024-01-01,10,44232,,,1,,1,,3.00,,22285,68.60,
2024-01-01,10,4067,1.00,65.99,1,,1,65.99,4.00,1,22285,65.99,12.41
2024-01-01,10,22325,,,1,,1,,5.00,,22285,41.50,
2024-01-01,10,41554,,,1,,1,,6.00,1,22285,65.99,
2024-01-01,10,70910,,,1,,1,,3.00,,22285,67.00,
2024-01-01,10,103164,,,1,,1,,14.00,,22285,72.20,
2024-01-01,10,22359,,,1,,1,,14.00,,22285,39.00,
2024-01-01,10,33137,,,1,,1,,5.00,,22285,77.10,
2024-01-01,10,71584,,,1,,1,,7.00,,22285,76.40,
2024-01-01,10,100345,,,1,,1,,1.00,,22285,66.00,
2024-01-01,10,100599,1.00,75.00,1,,1,75.00,12.00,,22285,75.00,
2024-01-01,10,106091,,,1,,1,,7.00,,22285,82.20,
2024-01-01,10,22361,1.00,151.20,1,,1,151.20,4.00,,22285,151.20,
2024-01-01,10,29506,,,1,,1,,7.00,,22285,63.20,
2024-01-01,10,41550,,,1,,1,,8.00,,22285,62.60,
2024-01-01,10,71585,,,1,,1,,7.00,,22285,68.40,
2024-01-01,10,103638,,,1,,1,,1.00,1,22285,68.99,
2024-01-01,10,104644,,,1,,1,,13.00,,22285,70.20,
2024-01-01,10,104645,,,1,,1,,4.00,,22285,78.30,
2024-01-01,10,106211,,,1,,1,,1.00,,22285,67.90,
2024-01-01,11,22361,,,1,,1,,5.00,,22285,151.20,
2024-01-01,11,29506,,,1,,1,,7.00,,22285,63.20,
2024-01-01,11,103638,1.00,68.99,1,,1,68.99,6.00,1,22285,68.99,
2024-01-01,11,104645,1.00,78.30,1,,1,78.30,3.00,,22285,78.30,
2024-01-01,11,33266,,,1,,1,,6.00,1,22285,67.99,11.11
2024-01-01,11,106210,,,1,,1,,1.00,,22285,71.70,
2024-01-01,11,22325,1.00,41.50,1,,1,41.50,12.00,,22285,41.50,
2024-01-01,11,43698,,,1,,1,,5.00,,22285,71.30,
2024-01-01,11,43807,,,1,,1,,4.00,,22285,64.00,
2024-01-01,11,44327,,,1,,1,,4.00,,22285,85.70,
2024-01-01,11,103164,1.00,72.20,1,,1,72.20,8.00,,22285,72.20,
2024-01-01,11,106091,,,1,,1,,6.00,,22285,82.20,
2024-01-01,11,33267,,,1,,1,,2.00,,22285,85.00,
2024-01-01,11,44232,,,1,,1,,6.00,,22285,68.60,
2024-01-01,15,33266,1.00,67.99,1,,1,67.99,1.00,1,22285,67.99,11.11
2024-01-01,15,43698,,,1,,1,,8.00,,22285,67.90,
2024-01-01,15,44327,,,1,,1,,30.00,,22285,85.70,
2024-01-01,15,33267,,,1,,1,,3.00,,22285,85.00,
2024-01-01,15,44232,1.00,68.60,1,,1,68.60,10.00,,22285,68.60,
2024-01-01,15,103164,,,1,,1,,10.00,,22285,72.20,
2024-01-01,15,103386,1.00,65.99,1,,1,65.99,41.00,1,22285,65.99,
2024-01-01,15,4067,,,1,,1,,22.00,1,22285,65.99,12.41
2024-01-01,15,22359,,,1,,1,,6.00,,22285,40.90,
2024-01-01,15,41550,,,1,,1,,11.00,,22285,62.60,
2024-01-01,15,71584,,,1,,1,,4.00,,22285,76.40,
2024-01-01,15,103163,,,1,,1,,14.00,,22285,87.20,
2024-01-01,15,104644,,,1,,1,,4.00,,22285,70.20,
2024-01-01,15,106210,,,1,,1,,3.00,,22285,71.70,
2024-01-01,15,106211,,,1,,1,,3.00,,22285,67.90,
2024-01-01,15,22361,,,1,,1,,20.00,,22285,151.20,
2024-01-01,15,41554,,,1,,1,,3.00,1,22285,65.99,
2024-01-01,15,43807,,,1,,1,,7.00,1,22285,56.99,7.11
2024-01-01,15,100599,,,1,,1,,9.00,,22285,75.00,
2024-01-01,15,104645,,,1,,1,,8.00,,22285,78.30,
2024-01-01,15,106091,,,1,,1,,9.00,,22285,82.20,
2024-01-01,32,4065,,,1,,1,,11.00,,22285,60.10,
2024-01-01,32,32315,,,1,,1,,2.97,,22285,356.40,
2024-01-01,32,41554,,,1,,1,,8.00,1,22285,65.99,
2024-01-01,32,71584,,,1,,1,,4.00,,22285,76.40,
2024-01-01,32,100599,,,1,,1,,4.00,,22285,75.00,
2024-01-01,32,103163,1.00,87.20,1,,1,87.20,,,22285,87.20,
2024-01-01,32,106091,,,1,,1,,4.00,,22285,82.20,
2024-01-01,32,106210,,,1,,1,,7.00,1,22285,63.99,
2024-01-01,32,22325,,,1,,1,,14.00,,22285,41.50,
2024-01-01,32,22361,,,1,,1,,4.00,,22285,151.20,
2024-01-01,32,41550,,,1,,1,,5.00,,22285,62.60,
2024-01-01,32,70910,1.00,73.80,1,,1,73.80,9.00,,22285,73.80,
2024-01-01,32,103386,,,1,,1,,1.00,1,22285,65.99,
2024-01-01,32,104644,,,1,,1,,6.00,,22285,70.20,
2024-01-01,32,106211,,,1,,1,,2.00,,22285,67.90,
2024-01-01,32,22359,,,1,,1,,21.00,,22285,40.90,
2024-01-01,32,43807,1.00,56.99,1,,1,56.99,10.00,1,22285,56.99,7.11
2024-01-01,32,4067,1.00,65.99,1,,1,65.99,19.00,1,22285,65.99,12.41
2024-01-01,32,29506,1.00,63.20,1,,1,63.20,7.00,,22285,63.20,
2024-01-01,32,33138,,,1,,1,,1.00,,22285,83.20,
2024-01-01,32,33266,1.00,67.99,1,,1,67.99,32.00,1,22285,67.99,11.11
2024-01-01,32,43698,1.00,71.30,1,,1,71.30,33.00,,22285,71.30,
2024-01-01,32,104645,,,1,,1,,4.00,,22285,78.30,
2024-01-01,36,4067,,,1,,1,,9.00,1,22285,65.99,12.41
2024-01-01,36,41550,,,1,,1,,14.00,,22285,62.60,
2024-01-01,36,41554,,,1,,1,,10.00,1,22285,65.99,
2024-01-01,36,71584,1.00,76.40,1,,1,76.40,5.00,,22285,76.40,
2024-01-01,36,100599,,,1,,1,,4.00,,22285,75.00,
2024-01-01,36,103163,,,1,,1,,6.00,,22285,87.20,
2024-01-01,36,103638,,,1,,1,,5.00,,22285,77.40,
2024-01-01,36,104644,,,1,,1,,8.00,,22285,70.20,
2024-01-01,36,106091,,,1,,1,,10.00,,22285,82.20,
2024-01-01,36,106210,,,1,,1,,3.00,,22285,71.70,
2024-01-01,36,22325,,,1,,1,,5.00,,22285,37.70,
2024-01-01,36,43807,,,1,,1,,1.00,,22285,61.00,
2024-01-01,36,44327,,,1,,1,,5.00,,22285,85.70,
2024-01-01,36,70910,,,1,,1,,3.00,,22285,73.80,
2024-01-01,36,103164,,,1,,1,,10.00,,22285,72.20,
2024-01-01,36,103386,1.00,65.99,1,,1,65.99,12.00,1,22285,65.99,
2024-01-01,36,43698,,,1,,1,,3.00,,22285,71.30,
2024-01-01,36,4065,,,1,,1,,4.00,,22285,60.10,
2024-01-01,36,22361,,,1,,1,,12.00,,22285,151.20,
2024-01-01,36,33266,,,1,,1,,8.00,1,22285,67.99,11.11
2024-01-01,36,104645,,,1,,1,,9.00,,22285,78.30,
2024-01-01,36,106211,,,1,,1,,2.00,,22285,61.80,
2024-01-01,45,104645,,,1,,1,,1.00,,22285,78.30,
2024-01-01,45,4065,1.00,60.10,1,,1,60.10,4.00,,22285,60.10,
2024-01-01,45,43698,,,1,,1,,1.00,,22285,71.30,
2024-01-01,45,44232,,,1,,1,,1.00,,22285,68.60,
2024-01-01,45,70910,,,1,,1,,8.00,,22285,73.80,
2024-01-01,45,41550,,,1,,1,,4.00,,22285,62.60,
2024-01-01,45,100599,,,1,,1,,2.00,,22285,71.30,
2024-01-01,45,103163,,,1,,1,,1.00,,22285,87.20,
2024-01-01,45,103638,,,1,,1,,1.00,,22285,77.40,
2024-01-01,45,106091,,,1,,1,,3.00,,22285,74.60,
2024-01-01,45,106210,,,1,,1,,2.00,,22285,71.70,
2024-01-01,46,4065,,,1,,1,,4.00,,22285,60.10,
2024-01-01,46,22325,,,1,,1,,8.00,,22285,40.40,
2024-01-01,46,33266,1.00,67.99,1,,1,67.99,,1,22285,67.99,11.11
2024-01-01,46,71584,,,1,,1,,5.00,,22285,66.50,
2024-01-01,46,100599,,,1,,1,,8.00,,22285,73.60,
2024-01-01,46,104644,,,1,,1,,4.00,,22285,70.20,
2024-01-01,46,106211,,,1,,1,,3.00,,22285,68.50,
2024-01-01,46,32315,,,1,,1,,1.20,,22285,362.90,
2024-01-01,46,43698,,,1,,1,,7.00,,22285,71.30,
2024-01-01,46,103163,,,1,,1,,4.00,,22285,84.90,
2024-01-01,46,103638,,,1,,1,,3.00,,22285,78.10,
2024-01-01,46,44327,1.00,86.50,1,,1,86.50,,,22285,86.50,
2024-01-01,46,71585,,,1,,1,,6.00,,22285,65.60,
2024-01-01,46,104645,1.00,76.90,1,,1,76.90,5.00,,22285,76.90,
2024-01-01,46,29506,,,1,,1,,4.00,,22285,62.00,
2024-01-01,46,33267,,,1,,1,,2.00,,22285,82.80,
2024-01-01,46,41550,,,1,,1,,3.00,,22285,62.60,
2024-01-01,46,44232,,,1,,1,,4.00,,22285,69.30,
2024-01-01,46,70910,,,1,,1,,6.00,,22285,65.30,
2024-01-01,46,100345,,,1,,1,,5.00,,22285,61.60,
2024-01-01,46,103164,1.00,72.20,1,,1,72.20,8.00,,22285,72.20,
2024-01-01,47,22325,,,1,,1,,6.00,,22285,39.40,
2024-01-01,47,43698,,,1,,1,,2.00,,22285,71.30,
2024-01-01,47,70910,,,1,,1,,5.00,,22285,70.00,
2024-01-01,47,103386,,,1,,1,,1.00,1,22285,65.99,
2024-01-01,47,103638,,,1,,1,,1.00,,22285,80.90,
2024-01-01,47,4065,,,1,,1,,2.00,,22285,60.10,
2024-01-01,47,22361,,,1,,1,,2.00,,22285,151.20,
2024-01-01,47,41554,,,1,,1,,3.00,,22285,78.00,
2024-01-01,47,44232,,,1,,1,,1.00,,22285,71.70,
2024-01-01,47,41550,,,1,,1,,3.00,,22285,62.60,
2024-01-01,47,100345,1.00,65.60,1,,1,65.60,1.00,,22285,65.60,
2024-01-01,47,100599,,,1,,1,,3.00,,22285,74.60,
2024-01-01,47,103163,,,1,,1,,2.00,,22285,90.90,
2024-01-01,47,106210,,,1,,1,,1.00,,22285,74.90,
2024-01-01,52,41554,,,1,,1,,2.00,1,22285,65.99,
2024-01-01,52,71584,,,1,,1,,6.00,,22285,76.40,
2024-01-01,52,100345,,,1,,1,,1.00,,22285,66.00,
2024-01-01,52,100599,,,1,,1,,6.00,,22285,75.00,
2024-01-01,52,103163,,,1,,1,,4.00,,22285,87.20,
2024-01-01,52,106091,2.00,164.40,1,,1,82.20,2.00,,22285,82.20,
2024-01-01,52,22325,,,1,,1,,5.00,,22285,41.50,
2024-01-01,52,70910,,,1,,1,,5.00,,22285,73.80,
2024-01-01,52,103164,,,1,,1,,9.00,,22285,72.20,
2024-01-01,52,103386,,,1,,1,,7.00,1,22285,65.99,
2024-01-01,52,103638,,,1,,1,,4.00,,22285,77.40,
2024-01-01,52,4065,,,1,,1,,11.00,,22285,60.10,
2024-01-01,52,33266,,,1,,1,,-1.00,,22285,67.99,
2024-01-01,52,33267,,,1,,1,,4.00,,22285,85.00,
2024-01-01,52,106210,,,1,,1,,8.00,1,22285,63.99,
2024-01-01,52,41550,,,1,,1,,3.00,,22285,62.60,
2024-01-01,54,41550,,,1,,1,,5.00,,22285,62.60,
2024-01-01,54,44232,,,1,,1,,1.00,,22285,71.70,
2024-01-01,54,104644,,,1,,1,,4.00,,22285,70.20,
2024-01-01,54,106210,,,1,,1,,,,22285,74.90,
2024-01-01,54,106211,,,1,,1,,3.00,,22285,70.90,
2024-01-01,54,22325,,,1,,1,,5.00,,22285,43.30,
2024-01-01,54,22361,,,1,,1,,2.00,,22285,151.20,
2024-01-01,54,33267,,,1,,1,,3.00,,22285,88.70,
2024-01-01,54,103164,,,1,,1,,6.00,,22285,72.20,
2024-01-01,54,4051,,,1,,1,,1.00,,22285,64.10,
2024-01-01,54,4067,,,1,,1,,3.00,1,22285,65.99,12.41
2024-01-01,54,43698,,,1,,1,,1.00,,22285,71.30,
2024-01-01,54,70910,,,1,,1,,2.00,,22285,77.00,
2024-01-01,54,103163,,,1,,1,,4.00,,22285,90.90,
2024-01-01,54,103638,,,1,,1,,2.00,,22285,80.90,
2024-01-01,54,33266,,,1,,1,,6.00,1,22285,67.99,11.11
2024-01-01,54,41554,,,1,,1,,4.00,1,22285,65.99,
2024-01-01,54,100599,,,1,,1,,7.00,,22285,78.40,
2024-01-01,60,4065,,,1,,1,,3.00,,22285,60.10,
2024-01-01,60,33267,,,1,,1,,3.00,,22285,88.70,
2024-01-01,60,44232,,,1,,1,,3.00,,22285,71.70,
2024-01-01,60,103638,,,1,,1,,5.00,1,22285,68.99,
2024-01-01,60,106210,,,1,,1,,4.00,1,22285,63.99,
2024-01-01,60,22325,,,1,,1,,2.00,,22285,43.30,
2024-01-01,60,33138,,,1,,1,,2.00,,22285,90.20,
2024-01-01,60,33266,,,1,,1,,2.00,1,22285,67.99,11.11
2024-01-01,60,41554,,,1,,1,,4.00,1,22285,65.99,
2024-01-01,60,43698,,,1,,1,,3.00,,22285,71.30,
2024-01-01,60,43807,,,1,,1,,,,22285,67.30,
2024-01-01,60,44327,,,1,,1,,4.00,,22285,89.50,
2024-01-01,60,70910,,,1,,1,,1.00,,22285,77.00,
2024-01-01,60,103386,,,1,,1,,1.00,1,22285,65.99,
2024-01-01,60,22359,,,1,,1,,2.00,,22285,40.90,
2024-01-01,60,41550,,,1,,1,,6.00,,22285,62.60,
2024-01-01,60,71584,,,1,,1,,6.00,,22285,79.50,
2024-01-01,60,100599,,,1,,1,,2.00,,22285,74.60,
2024-01-01,60,4067,,,1,,1,,3.00,1,22285,65.99,12.41
2024-01-01,60,22361,,,1,,1,,5.00,,22285,151.20,
2024-01-01,60,104644,,,1,,1,,5.00,,22285,70.20,
2024-01-01,60,104645,,,1,,1,,4.00,,22285,81.90,
2024-01-01,61,22359,,,1,,1,,2.00,,22285,39.00,
2024-01-01,61,33137,,,1,,1,,2.00,,22285,74.30,
2024-01-01,61,33267,,,1,,1,,8.00,,22285,85.00,
2024-01-01,61,41554,,,1,,1,,8.00,,22285,74.60,
2024-01-01,61,100345,1.00,66.00,1,,1,66.00,5.00,,22285,66.00,
2024-01-01,61,106210,,,1,,1,,4.00,,22285,71.70,
2024-01-01,61,33138,,,1,,1,,15.00,,22285,86.30,
2024-01-01,61,33266,1.00,67.99,1,,1,67.99,5.00,1,22285,67.99,11.11
2024-01-01,61,43698,,,1,,1,,2.00,,22285,71.30,
2024-01-01,61,44327,,,1,,1,,5.00,,22285,85.70,
2024-01-01,61,104645,,,1,,1,,3.00,,22285,78.30,
2024-01-01,61,4065,,,1,,1,,4.00,,22285,60.10,
2024-01-01,61,32315,,,1,,1,,1.59,,22285,369.60,
2024-01-01,61,43807,,,1,,1,,10.00,1,22285,56.99,7.11
2024-01-01,61,71584,,,1,,1,,14.00,,22285,76.40,
2024-01-01,61,100599,1.00,75.00,1,,1,75.00,17.00,,22285,75.00,
2024-01-01,61,103163,,,1,,1,,12.00,,22285,87.20,
2024-01-01,61,106091,,,1,,1,,9.00,,22285,82.20,
2024-01-01,61,22361,,,1,,1,,12.00,,22285,151.20,
2024-01-01,61,41550,,,1,,1,,4.00,,22285,62.60,
2024-01-01,61,44232,,,1,,1,,12.00,,22285,68.60,
2024-01-01,61,70910,,,1,,1,,6.00,,22285,73.80,
2024-01-01,61,103164,,,1,,1,,11.00,,22285,72.20,
2024-01-01,61,103386,,,1,,1,,1.00,1,22285,65.99,
2024-01-01,61,103638,,,1,,1,,3.00,,22285,77.40,
2024-01-01,61,104644,,,1,,1,,6.00,,22285,70.20,
2024-01-01,61,106211,,,1,,1,,4.00,,22285,67.90,
2024-01-01,62,103386,1.00,65.99,1,,1,65.99,4.00,1,22285,65.99,
2024-01-01,62,41554,,,1,,1,,5.00,1,22285,65.99,
2024-01-01,62,70910,,,1,,1,,4.00,,22285,77.00,
2024-01-01,62,4065,,,1,,1,,11.00,,22285,60.10,
2024-01-01,124,4065,,,1,,1,,4.00,,22285,60.10,
2024-01-01,124,4067,,,1,,1,,4.00,1,22285,65.99,12.41
2024-01-01,124,100599,2.00,159.40,1,,1,79.70,4.00,,22285,79.70,
2024-01-01,124,103163,,,1,,1,,5.00,,22285,92.50,
2024-01-01,124,103638,,,1,,1,,3.00,,22285,74.80,
2024-01-01,124,29506,,,1,,1,,1.00,,22285,65.50,
2024-01-01,124,33266,,,1,,1,,4.00,1,22285,67.99,11.11
2024-01-01,124,43698,1.00,60.99,1,,1,60.99,3.00,,22285,71.30,
2024-01-01,124,43807,,,1,,1,,4.00,1,22285,56.99,7.11
2024-01-01,124,44327,,,1,,1,,4.00,,22285,91.00,
2024-01-01,124,41550,,,1,,1,,4.00,,22285,62.60,
2024-01-01,124,44232,,,1,,1,,3.00,,22285,72.90,
2024-01-01,124,106210,,,1,,1,,5.00,,22285,69.30,
2024-01-01,124,22325,,,1,,1,,5.00,,22285,44.00,
2024-01-01,124,22361,,,1,,1,,4.00,,22285,151.20,
2024-01-01,124,70910,,,1,,1,,5.00,,22285,78.30,
2024-01-01,124,103164,,,1,,1,,4.00,,22285,72.20,
2024-01-01,124,103386,,,1,,1,,1.00,1,22285,65.99,
2024-01-01,124,106211,,,1,,1,,4.00,,22285,62.40,
2024-01-01,157,4065,,,1,,1,,4.00,,22285,60.10,
2024-01-01,157,22361,,,1,,1,,5.00,,22285,151.20,
2024-01-01,157,33266,1.00,67.99,1,,1,67.99,,1,22285,67.99,11.11
2024-01-01,157,33267,,,1,,1,,3.00,,22285,85.00,
2024-01-01,157,41550,,,1,,1,,2.00,,22285,62.60,
2024-01-01,157,103638,1.00,68.99,1,,1,68.99,3.00,1,22285,68.99,
2024-01-01,157,100599,,,1,,1,,5.00,,22285,75.00,
2024-01-01,157,103163,,,1,,1,,1.00,,22285,87.20,
2024-01-01,157,104645,,,1,,1,,3.00,,22285,78.30,
2024-01-01,157,43698,1.00,71.30,1,,1,71.30,2.00,,22285,71.30,
2024-01-01,157,70910,,,1,,1,,2.00,,22285,73.80,
2024-01-01,157,103164,,,1,,1,,1.00,,22285,72.20,
2024-01-01,158,41550,,,1,,1,,3.00,,22285,62.60,
2024-01-01,158,106211,1.00,70.90,1,,1,70.90,1.00,,22285,70.90,
2024-01-01,158,4065,,,1,,1,,2.00,,22285,60.10,
2024-01-01,158,103164,,,1,,1,,1.00,,22285,72.20,
2024-01-01,158,100599,,,1,,1,,2.00,,22285,78.40,
2024-01-01,190,4065,,,1,,1,,4.00,,22285,62.90,
2024-01-01,190,32315,,,1,,1,,1.44,,22285,372.60,
2024-01-01,190,33137,,,1,,1,,8.00,,22285,77.70,
2024-01-01,190,106210,,,1,,1,,7.00,1,22285,63.99,
2024-01-01,190,22361,,,1,,1,,2.00,,22285,150.60,
2024-01-01,190,29506,,,1,,1,,4.00,,22285,66.10,
2024-01-01,190,41550,,,1,,1,,5.00,,22285,59.60,
2024-01-01,190,43807,,,1,,1,,6.00,1,22285,56.99,7.11
2024-01-01,190,51845,,,1,,1,,2.00,,22285,68.00,
2024-01-01,190,104644,,,1,,1,,7.00,,22285,73.50,
2024-01-01,190,104645,,,1,,1,,2.00,,22285,81.90,
2024-01-01,190,106211,,,1,,1,,2.00,,22285,70.90,
2024-01-01,190,4067,,,1,,1,,7.00,1,22285,65.99,12.41
2024-01-01,190,22359,,,1,,1,,3.00,,22285,40.80,
2024-01-01,190,71584,,,1,,1,,8.00,,22285,79.50,
2024-01-01,190,100345,,,1,,1,,2.00,,22285,62.50,
2024-01-01,190,100599,,,1,,1,,15.00,,22285,78.40,
2024-01-01,190,103163,,,1,,1,,3.00,,22285,90.90,
2024-01-01,190,22325,,,1,,1,,7.00,,22285,43.30,
2024-01-01,190,33138,,,1,,1,,6.00,,22285,90.20,
2024-01-01,190,43698,1.00,74.70,1,,1,74.70,9.00,,22285,74.70,
2024-01-01,190,44232,,,1,,1,,3.00,,22285,71.70,
2024-01-01,190,70910,,,1,,1,,3.00,,22285,70.00,
2024-01-01,190,103164,,,1,,1,,3.00,,22285,75.60,
2024-01-01,190,103386,,,1,,1,,2.00,1,22285,65.99,
2024-01-01,192,33137,,,1,,1,,1.00,,22285,75.70,
2024-01-01,192,41550,,,1,,1,,3.00,,22285,62.60,
2024-01-01,192,22359,,,1,,1,,8.00,,22285,40.90,
2024-01-01,192,100345,,,1,,1,,4.00,,22285,64.80,
2024-01-01,192,106210,,,1,,1,,1.00,,22285,72.40,
2024-01-01,192,22325,,,1,,1,,3.00,,22285,40.40,
2024-01-01,192,41554,,,1,,1,,6.00,1,22285,65.99,
2024-01-01,192,4065,,,1,,1,,2.00,,22285,60.10,
2024-01-01,192,22361,,,1,,1,,6.00,,22285,151.20,
2024-01-01,192,44232,,,1,,1,,4.00,,22285,69.30,
2024-01-01,192,70910,,,1,,1,,3.00,,22285,71.90,
2024-01-01,192,103164,1.00,70.46,1,,1,70.46,5.00,,22285,72.20,
2024-01-01,192,106211,,,1,,1,,5.00,,22285,68.50,
2024-01-01,199,43698,,,1,,1,,2.00,,22285,71.30,
2024-01-01,199,44327,,,1,,1,,1.00,,22285,86.50,
2024-01-01,199,41550,,,1,,1,,1.00,,22285,62.60,
2024-01-01,199,100599,,,1,,1,,3.00,,22285,73.60,
2024-01-01,199,106210,,,1,,1,,1.00,,22285,72.40,
2024-01-01,199,4065,,,1,,1,,2.00,,22285,60.10,
2024-01-01,199,104644,,,1,,1,,3.00,,22285,70.20,
2024-01-01,199,106211,,,1,,1,,2.00,,22285,68.50,
2024-01-02,4,4067,3.00,197.97,1,1,2,65.99,6.00,1,22285,65.99,
2024-01-02,4,22325,,,1,1,2,,18.00,,22285,41.50,
2024-01-02,4,41554,,,1,1,2,,5.00,1,22285,65.99,
2024-01-02,4,43698,,,1,1,2,,9.00,,22285,71.30,
2024-01-02,4,71584,1.00,76.40,1,1,2,76.40,5.00,,22285,76.40,
2024-01-02,4,100599,,,1,1,2,,23.00,1,22285,63.49,11.51
2024-01-02,4,103638,,,1,1,2,,7.00,,22285,77.40,
2024-01-02,4,106091,,,1,1,2,,12.00,,22285,82.20,
2024-01-02,4,4065,1.00,60.10,1,1,2,60.10,1.00,,22285,60.10,
2024-01-02,4,22361,1.00,151.20,1,1,2,151.20,3.00,,22285,151.20,
2024-01-02,4,43807,,,1,1,2,,13.00,1,22285,56.99,
2024-01-02,4,44232,,,1,1,2,,4.00,,22285,68.60,
2024-01-02,4,103164,1.00,72.20,1,1,2,72.20,7.00,,22285,72.20,
2024-01-02,4,103386,6.00,395.94,1,1,2,65.99,,1,22285,65.99,
2024-01-02,4,104644,,,1,1,2,,5.00,,22285,66.90,
2024-01-02,4,106210,,,1,1,2,,11.00,1,22285,63.99,
2024-01-02,4,106211,,,1,1,2,,4.00,,22285,67.90,
2024-01-02,4,29506,,,1,1,2,,1.00,,22285,63.20,
2024-01-02,4,33266,1.00,67.99,1,1,2,67.99,5.00,1,22285,67.99,
2024-01-02,4,33267,,,1,1,2,,3.00,,22285,85.00,
2024-01-02,4,41550,,,1,1,2,,3.00,,22285,62.60,
2024-01-02,4,104645,2.00,156.60,1,1,2,78.30,11.00,,22285,78.30,
2024-01-02,4,22359,,,1,1,2,,11.00,,22285,40.90,
2024-01-02,4,44327,3.00,257.10,1,1,2,85.70,11.00,,22285,85.70,
2024-01-02,10,29506,,,1,1,2,,7.00,,22285,63.20,
2024-01-02,10,33137,,,1,1,2,,5.00,,22285,77.10,
2024-01-02,10,71585,,,1,1,2,,7.00,,22285,68.40,
2024-01-02,10,100599,1.00,75.00,1,1,2,75.00,11.00,1,22285,63.49,11.51
2024-01-02,10,103638,1.00,68.99,1,1,2,68.99,,1,22285,68.99,
2024-01-02,10,104645,2.00,156.60,1,1,2,78.30,2.00,,22285,78.30,
2024-01-02,10,22359,,,1,1,2,,14.00,,22285,40.90,
2024-01-02,10,100345,,,1,1,2,,1.00,,22285,66.00,
2024-01-02,10,4067,1.00,51.76,1,1,2,51.76,3.00,1,22285,65.99,
2024-01-02,10,22361,2.00,302.40,1,1,2,151.20,2.00,,22285,151.20,
2024-01-02,10,41550,,,1,1,2,,8.00,,22285,62.60,
2024-01-02,10,43807,1.00,56.99,1,1,2,56.99,3.00,1,22285,56.99,
2024-01-02,10,44232,1.00,68.60,1,1,2,68.60,2.00,,22285,68.60,
2024-01-02,10,70910,,,1,1,2,,3.00,,22285,67.00,
2024-01-02,10,103164,1.00,63.45,1,1,2,63.45,13.00,,22285,72.20,
2024-01-02,10,104644,1.00,70.20,1,1,2,70.20,12.00,,22285,70.20,
2024-01-02,10,106211,1.00,67.90,1,1,2,67.90,,,22285,67.90,
2024-01-02,10,4065,,,1,1,2,,8.00,,22285,60.10,
2024-01-02,10,22325,,,1,1,2,,5.00,,22285,41.50,
2024-01-02,10,32315,0.68,252.07,1,1,2,369.60,3.51,,22285,369.60,
2024-01-02,10,41554,2.00,131.98,1,1,2,65.99,4.00,1,22285,65.99,
2024-01-02,10,71584,,,1,1,2,,7.00,,22285,76.40,
2024-01-02,10,106091,1.00,82.20,1,1,2,82.20,6.00,,22285,82.20,
2024-01-02,11,106091,,,1,1,2,,5.00,,22285,82.20,
2024-01-02,11,22325,2.00,83.00,1,1,2,41.50,9.00,,22285,41.50,
2024-01-02,11,22361,1.00,151.20,1,1,2,151.20,4.00,,22285,151.20,
2024-01-02,11,44232,,,1,1,2,,6.00,,22285,68.60,
2024-01-02,11,103164,,,1,1,2,,8.00,,22285,72.20,
2024-01-02,11,33266,1.00,67.99,1,1,2,67.99,4.00,1,22285,67.99,
2024-01-02,11,106210,,,1,1,2,,1.00,,22285,71.70,
2024-01-02,11,29506,1.00,50.60,1,1,2,50.60,6.00,,22285,63.20,
2024-01-02,11,43698,2.00,142.60,1,1,2,71.30,3.00,,22285,71.30,
